corpus,name,schema,constructor,positive_nodes
Human Lean root values,binomial_theorem_term,shared binary core,Lam,5
Human Lean root values,cantor_theorem_term,all normalized constructors,App,130
Human Lean root values,cantor_theorem_term,all normalized constructors,Lam,12
Human Lean root values,cantor_theorem_term,all normalized constructors,Pi,1
Human Lean root values,cantor_theorem_term,shared binary core,App,130
Human Lean root values,cantor_theorem_term,shared binary core,Lam,12
Human Lean root values,cantor_theorem_term,shared binary core,Pi,1
Human Lean root values,cayley_hamilton_term,all normalized constructors,App,969
Human Lean root values,cayley_hamilton_term,all normalized constructors,Lam,39
Human Lean root values,cayley_hamilton_term,all normalized constructors,Pi,9
Human Lean root values,cayley_hamilton_term,all normalized constructors,Let,1
Human Lean root values,cayley_hamilton_term,shared binary core,App,969
Human Lean root values,cayley_hamilton_term,shared binary core,Lam,39
Human Lean root values,cayley_hamilton_term,shared binary core,Pi,9
Human Lean root values,cayley_hamilton_term,shared binary core,Let,1
Human Lean root values,divergence_harmonic_term,all normalized constructors,App,399
Human Lean root values,divergence_harmonic_term,all normalized constructors,Lam,19
Human Lean root values,divergence_harmonic_term,all normalized constructors,Pi,3
Human Lean root values,divergence_harmonic_term,shared binary core,App,399
Human Lean root values,divergence_harmonic_term,shared binary core,Lam,19
Human Lean root values,divergence_harmonic_term,shared binary core,Pi,3
Human Lean root values,euclid_infinite_primes_term,all normalized constructors,App,99
Human Lean root values,euclid_infinite_primes_term,all normalized constructors,Let,6
Human Lean root values,euclid_infinite_primes_term,all normalized constructors,Lam,3
Human Lean root values,euclid_infinite_primes_term,shared binary core,App,99
Human Lean root values,euclid_infinite_primes_term,shared binary core,Let,6
Human Lean root values,euclid_infinite_primes_term,shared binary core,Lam,3
Human Lean root values,extreme_value_term,all normalized constructors,App,51
Human Lean root values,extreme_value_term,all normalized constructors,Pi,1
Human Lean root values,extreme_value_term,all normalized constructors,Lam,11
Human Lean root values,extreme_value_term,shared binary core,App,51
Human Lean root values,extreme_value_term,shared binary core,Pi,1
Human Lean root values,extreme_value_term,shared binary core,Lam,11
Human Lean root values,fermat_last_four_term,all normalized constructors,App,407
Human Lean root values,fermat_last_four_term,all normalized constructors,Lam,10
Human Lean root values,fermat_last_four_term,all normalized constructors,Pi,4
Human Lean root values,fermat_last_four_term,shared binary core,App,407
Human Lean root values,fermat_last_four_term,shared binary core,Lam,10
Human Lean root values,fermat_last_four_term,shared binary core,Pi,4
Human Lean root values,fermat_last_three_term,all normalized constructors,App,1235
Human Lean root values,fermat_last_three_term,all normalized constructors,Lam,25
Human Lean root values,fermat_last_three_term,all normalized constructors,Pi,2
Human Lean root values,fermat_last_three_term,all normalized constructors,Let,4
Human Lean root values,fermat_last_three_term,shared binary core,App,1235
Human Lean root values,fermat_last_three_term,shared binary core,Lam,25
Human Lean root values,fermat_last_three_term,shared binary core,Pi,2
Human Lean root values,fermat_last_three_term,shared binary core,Let,4
Human Lean root values,fermat_little_term,all normalized constructors,App,217
Human Lean root values,fermat_little_term,all normalized constructors,Lam,5
Human Lean root values,fermat_little_term,all normalized constructors,Let,1
Human Lean root values,fermat_little_term,shared binary core,App,217
Human Lean root values,fermat_little_term,shared binary core,Lam,5
Human Lean root values,fermat_little_term,shared binary core,Let,1
Human Lean root values,fta_complex_term,all normalized constructors,App,494
Human Lean root values,fta_complex_term,all normalized constructors,Lam,22
Human Lean root values,fta_complex_term,all normalized constructors,Pi,10
Human Lean root values,fta_complex_term,all normalized constructors,Let,1
Human Lean root values,fta_complex_term,shared binary core,App,494
Human Lean root values,fta_complex_term,shared binary core,Lam,22
Human Lean root values,fta_complex_term,shared binary core,Pi,10
Human Lean root values,fta_complex_term,shared binary core,Let,1
Human Lean root values,ftc_term,all normalized constructors,App,218
Human Lean root values,ftc_term,all normalized constructors,Pi,4
Human Lean root values,ftc_term,all normalized constructors,Lam,12
Human Lean root values,ftc_term,shared binary core,App,218
Human Lean root values,ftc_term,shared binary core,Pi,4
Human Lean root values,ftc_term,shared binary core,Lam,12
Human Lean root values,fund_thm_arithmetic_term,all normalized constructors,App,197
Human Lean root values,fund_thm_arithmetic_term,all normalized constructors,Pi,11
Human Lean root values,fund_thm_arithmetic_term,all normalized constructors,Lam,16
Human Lean root values,fund_thm_arithmetic_term,shared binary core,App,197
Human Lean root values,fund_thm_arithmetic_term,shared binary core,Pi,11
Human Lean root values,fund_thm_arithmetic_term,shared binary core,Lam,16
Human Lean root values,intermediate_value_term,all normalized constructors,App,144
Human Lean root values,intermediate_value_term,all normalized constructors,Pi,1
Human Lean root values,intermediate_value_term,all normalized constructors,Lam,14
Human Lean root values,intermediate_value_term,shared binary core,App,144
Human Lean root values,intermediate_value_term,shared binary core,Pi,1
Human Lean root values,intermediate_value_term,shared binary core,Lam,14
Human Lean root values,lagrange_subgroup_term,all normalized constructors,App,83
Human Lean root values,lagrange_subgroup_term,all normalized constructors,Lam,7
Human Lean root values,lagrange_subgroup_term,shared binary core,App,83
Human Lean root values,lagrange_subgroup_term,shared binary core,Lam,7
Human Lean root values,leibniz_pi_term,all normalized constructors,App,2504
Human Lean root values,leibniz_pi_term,all normalized constructors,Lam,69
Human Lean root values,leibniz_pi_term,all normalized constructors,Pi,18
Human Lean root values,leibniz_pi_term,all normalized constructors,Let,6
Human Lean root values,leibniz_pi_term,shared binary core,App,2504
Human Lean root values,leibniz_pi_term,shared binary core,Lam,69
Human Lean root values,leibniz_pi_term,shared binary core,Pi,18
Human Lean root values,leibniz_pi_term,shared binary core,Let,6
Human Lean root values,liouville_term,all normalized constructors,App,1541
Human Lean root values,liouville_term,all normalized constructors,Lam,60
Human Lean root values,liouville_term,all normalized constructors,Pi,9
Human Lean root values,liouville_term,all normalized constructors,Let,2
Human Lean root values,liouville_term,shared binary core,App,1541
Human Lean root values,liouville_term,shared binary core,Lam,60
Human Lean root values,liouville_term,shared binary core,Pi,9
Human Lean root values,liouville_term,shared binary core,Let,2
Human Lean root values,mean_value_term,all normalized constructors,Pi,1
Human Lean root values,mean_value_term,all normalized constructors,App,117
Human Lean root values,mean_value_term,all normalized constructors,Lam,8
Human Lean root values,mean_value_term,shared binary core,Pi,1
Human Lean root values,mean_value_term,shared binary core,App,117
Human Lean root values,mean_value_term,shared binary core,Lam,8
Human Lean root values,mvt2_term,all normalized constructors,Pi,3
Human Lean root values,mvt2_term,all normalized constructors,App,412
Human Lean root values,mvt2_term,all normalized constructors,Lam,24
Human Lean root values,mvt2_term,shared binary core,Pi,3
Human Lean root values,mvt2_term,shared binary core,App,412
Human Lean root values,mvt2_term,shared binary core,Lam,24
Human Lean root values,pi_irrational2_term,all normalized constructors,App,3899
Human Lean root values,pi_irrational2_term,all normalized constructors,Lam,67
Human Lean root values,pi_irrational2_term,all normalized constructors,Let,10
Human Lean root values,pi_irrational2_term,all normalized constructors,Pi,12
Human Lean root values,pi_irrational2_term,shared binary core,App,3899
Human Lean root values,pi_irrational2_term,shared binary core,Lam,67
Human Lean root values,pi_irrational2_term,shared binary core,Let,10
Human Lean root values,pi_irrational2_term,shared binary core,Pi,12
Human Lean root values,ptolemy_term,all normalized constructors,App,3400
Human Lean root values,ptolemy_term,all normalized constructors,Lam,79
Human Lean root values,ptolemy_term,all normalized constructors,Pi,18
Human Lean root values,ptolemy_term,all normalized constructors,Let,1
Human Lean root values,ptolemy_term,shared binary core,App,3400
Human Lean root values,ptolemy_term,shared binary core,Lam,79
Human Lean root values,ptolemy_term,shared binary core,Pi,18
Human Lean root values,ptolemy_term,shared binary core,Let,1
Human Lean root values,quadratic_reciprocity_term,all normalized constructors,App,1474
Human Lean root values,quadratic_reciprocity_term,all normalized constructors,Lam,33
Human Lean root values,quadratic_reciprocity_term,all normalized constructors,Pi,6
Human Lean root values,quadratic_reciprocity_term,all normalized constructors,Let,6
Human Lean root values,quadratic_reciprocity_term,shared binary core,App,1474
Human Lean root values,quadratic_reciprocity_term,shared binary core,Lam,33
Human Lean root values,quadratic_reciprocity_term,shared binary core,Pi,6
Human Lean root values,quadratic_reciprocity_term,shared binary core,Let,6
Human Lean root values,schroeder_bernstein_term,all normalized constructors,Pi,11
Human Lean root values,schroeder_bernstein_term,all normalized constructors,App,57
Human Lean root values,schroeder_bernstein_term,all normalized constructors,Lam,18
Human Lean root values,schroeder_bernstein_term,shared binary core,Pi,11
Human Lean root values,schroeder_bernstein_term,shared binary core,App,57
Human Lean root values,schroeder_bernstein_term,shared binary core,Lam,18
Human Lean root values,stirling_term,all normalized constructors,App,1458
Human Lean root values,stirling_term,all normalized constructors,Lam,24
Human Lean root values,stirling_term,all normalized constructors,Pi,15
Human Lean root values,stirling_term,all normalized constructors,Let,1
Human Lean root values,stirling_term,shared binary core,App,1458
Human Lean root values,stirling_term,shared binary core,Lam,24
Human Lean root values,stirling_term,shared binary core,Pi,15
Human Lean root values,stirling_term,shared binary core,Let,1
Human Lean root values,strong_law_large_numbers_term,all normalized constructors,App,2134
Human Lean root values,strong_law_large_numbers_term,all normalized constructors,Pi,44
Human Lean root values,strong_law_large_numbers_term,all normalized constructors,Lam,172
Human Lean root values,strong_law_large_numbers_term,all normalized constructors,Let,8
Human Lean root values,strong_law_large_numbers_term,shared binary core,App,2134
Human Lean root values,strong_law_large_numbers_term,shared binary core,Pi,44
Human Lean root values,strong_law_large_numbers_term,shared binary core,Lam,172
Human Lean root values,strong_law_large_numbers_term,shared binary core,Let,8
Human Lean root values,sylow_theorem_term,all normalized constructors,App,225
Human Lean root values,sylow_theorem_term,all normalized constructors,Lam,20
Human Lean root values,sylow_theorem_term,shared binary core,App,225
Human Lean root values,sylow_theorem_term,shared binary core,Lam,20
Human Lean root values,wilsons_lemma_term,all normalized constructors,App,1623
Human Lean root values,wilsons_lemma_term,all normalized constructors,Lam,63
Human Lean root values,wilsons_lemma_term,all normalized constructors,Pi,7
Human Lean root values,wilsons_lemma_term,all normalized constructors,Let,1
Human Lean root values,wilsons_lemma_term,shared binary core,App,1623
Human Lean root values,wilsons_lemma_term,shared binary core,Lam,63
Human Lean root values,wilsons_lemma_term,shared binary core,Pi,7
Human Lean root values,wilsons_lemma_term,shared binary core,Let,1
Matched human Lean root values,pair_00b23e63,all normalized constructors,App,4446
Matched human Lean root values,pair_00b23e63,all normalized constructors,Lam,24
Matched human Lean root values,pair_00b23e63,all normalized constructors,Pi,6
Matched human Lean root values,pair_00b23e63,all normalized constructors,Let,5
Matched human Lean root values,pair_00b23e63,shared binary core,App,4446
Matched human Lean root values,pair_00b23e63,shared binary core,Lam,24
Matched human Lean root values,pair_00b23e63,shared binary core,Pi,6
Matched human Lean root values,pair_00b23e63,shared binary core,Let,5
Matched AI Lean root values,pair_00b23e63,all normalized constructors,App,2751
Matched AI Lean root values,pair_00b23e63,all normalized constructors,Lam,19
Matched AI Lean root values,pair_00b23e63,all normalized constructors,Pi,6
Matched AI Lean root values,pair_00b23e63,all normalized constructors,Let,3
Matched AI Lean root values,pair_00b23e63,shared binary core,App,2751
Matched AI Lean root values,pair_00b23e63,shared binary core,Lam,19
Matched AI Lean root values,pair_00b23e63,shared binary core,Pi,6
Matched AI Lean root values,pair_00b23e63,shared binary core,Let,3
Matched human Lean root values,pair_01eb3f84,all normalized constructors,App,3762
Matched human Lean root values,pair_01eb3f84,all normalized constructors,Lam,35
