pair,h_N,h_E,h_visits,h_dedup_ratio,h_depth,h_mean_indeg,h_max_outdeg,h_out_gini,h_n_constants,h_n_distinct_constants,h_constant_share,h_alpha_x2,h_alpha_x5,h_alpha_x10,h_has_sorry,h_truncated,a_N,a_E,a_visits,a_dedup_ratio,a_depth,a_mean_indeg,a_max_outdeg,a_out_gini,a_n_constants,a_n_distinct_constants,a_constant_share,a_alpha_x2,a_alpha_x5,a_alpha_x10,a_has_sorry,a_truncated,source
pair_cb3b726a,2215,4057,4057,1.831602708803612,60,1.831602708803612,141,0.4215244281405324,171,171,0.0772009029345372,2.1436771984234775,2.3480435351118243,2.5427716032669947,False,True,2222,4071,4071,1.832133213321332,60,1.832133213321332,140,0.4213669340404932,170,170,0.0765076507650765,2.1469183541754133,2.343022942277667,2.542819492092041,False,True,math_test
pair_cc4ae138,87440,173161,173161,1.9803408051235132,122,1.9803408051235132,3567,0.4668983796198782,248,248,0.0028362305580969,2.0329387151989713,2.3388721580453504,2.376712364215078,False,True,71043,139442,139442,1.9627831031910252,160,1.9627831031910252,2473,0.4728129521368074,626,626,0.0088115648269358,2.5953135626762736,2.074296890438812,1.9762102808994837,False,True,olympiads
pair_cc98e98a,2863,5227,5227,1.8257073000349284,57,1.8257073000349284,137,0.4172047646690078,207,207,0.0723017813482361,2.216483503113224,2.290838901171954,2.725508391027719,False,True,9231,17921,17921,1.9413931318383708,84,1.9413931318383708,369,0.4546047863227838,220,220,0.0238327375148954,2.027979948214209,2.2284560738959147,2.41139781276894,False,True,math_train
pair_ce95c511,12411,24300,24300,1.9579405366207396,95,1.9579405366207396,422,0.4637808952830573,213,213,0.0171621948271694,1.9755363058299305,2.1796344995178014,2.334418682962556,False,True,9118,17739,17739,1.945492432550998,91,1.945492432550998,301,0.4599819102016405,225,225,0.0246764641368721,2.0142806788468732,2.1418063804431524,2.323717462443753,False,True,aops_forum
pair_cffa85ea,8800,16998,16998,1.9315909090909091,83,1.9315909090909091,401,0.4508040785546963,244,244,0.0277272727272727,1.9990191971756883,2.3257690717262345,2.502808866307298,False,True,13241,25711,25711,1.941771769503814,83,1.941771769503814,435,0.4570039143330408,298,298,0.0225058530322483,1.9779023108067788,2.268043107396667,2.350961383357926,False,True,olympiads
pair_d020f221,8682,17092,17092,1.9686708131766877,90,1.9686708131766877,424,0.4656481182125724,108,108,0.0124395300621976,1.948004213559812,2.3474072922509746,2.3285234251247613,False,True,9502,18690,18690,1.9669543254051776,127,1.9669543254051776,424,0.4648911287747819,129,129,0.0135760892443696,1.9586234166406644,2.3372312166845255,2.347524813858211,False,True,olympiads
pair_d0c1af2e,2177,4056,4056,1.863114377583831,71,1.863114377583831,139,0.4307816431239631,105,105,0.0482315112540192,2.2774832295820135,2.240051055940767,2.0492137631496217,False,True,3896,7275,7275,1.867299794661191,96,1.867299794661191,125,0.42854756310111,212,212,0.0544147843942505,2.1282779874724085,2.3907449423378733,2.509231039888382,False,True,amc_aime
pair_d2343074,21651,42840,42840,1.9786614936954416,177,1.9786614936954416,764,0.4640280468260156,194,194,0.0089603251581913,2.000768272640488,2.2384881074288243,2.417592208865303,False,True,8904,17362,17362,1.9499101527403415,105,1.9499101527403415,374,0.4567893390704757,196,196,0.0220125786163522,1.9850624093992024,2.295039037374905,2.5515742925917704,False,True,aops_forum
pair_d339e847,1345,2332,2332,1.733828996282528,51,1.733828996282528,90,0.3818864098656481,163,163,0.1211895910780669,2.330891721545396,2.5873806574523295,,False,True,4289,7922,7922,1.8470505945441829,63,1.8470505945441829,176,0.415197216931296,306,306,0.071345301935183,2.2783353448057793,2.4827997544858107,2.5390251499537535,False,True,olympiads
pair_d43fae54,3394,6312,6312,1.859752504419564,57,1.859752504419564,189,0.4273282344971705,213,213,0.0627578078962875,2.0940125112464507,2.399293125961973,2.8977964521471735,False,True,3905,7329,7329,1.8768245838668376,58,1.8768245838668376,191,0.4324955376087383,213,213,0.0545454545454545,2.0464035289636047,2.393430366845725,2.928442576814848,False,True,olympiads
pair_d71a4f84,3903,7259,7259,1.859851396361773,60,1.859851396361773,198,0.4295591852244735,241,241,0.061747373815014,2.102247298619214,2.333583261881247,2.661219664250642,False,True,5197,9833,9833,1.892053107562055,67,1.892053107562055,262,0.4401192037094522,246,246,0.0473350009620935,2.0698249902853956,2.2561628633345423,2.613464770892957,False,True,math_train
pair_d72cfd93,9994,19320,19320,1.9331598959375624,133,1.9331598959375624,324,0.4539359847792734,255,255,0.0255153091855113,2.019694527685198,2.12380962942985,2.7180359383394856,False,True,10540,20330,20330,1.9288425047438331,155,1.9288425047438331,358,0.453704996588547,284,284,0.0269449715370018,1.994837356073023,2.1333792813529957,2.777665507191812,False,True,olympiads
pair_d746cf8d,29171,57466,57466,1.969970175859587,125,1.969970175859587,1193,0.4656180110156916,397,397,0.0136094066024476,2.040143956060683,2.28538819586854,2.3536636112168012,False,True,9846,19124,19124,1.9423115986187285,86,1.9423115986187285,400,0.4556549337097301,258,258,0.0262035344302254,2.0159951339706472,2.2396224199206456,2.563383817746139,False,True,aops_forum
pair_d869cc1a,1762,3280,3280,1.8615209988649264,71,1.8615209988649264,114,0.4298019157830625,101,101,0.0573212258796821,2.1342336522875556,2.3016046238352477,2.4254423340360924,False,True,2154,4002,4002,1.8579387186629528,77,1.8579387186629528,144,0.4271346221039898,130,130,0.0603528319405756,2.1898007775959885,2.32810237349036,2.3855427350986154,False,True,math_test
pair_d92632b4,4311,8106,8106,1.8803061934585945,67,1.8803061934585945,190,0.4322069736739763,216,216,0.0501043841336116,2.006923108589345,2.5085145437169096,2.71201434669853,False,True,5522,10482,10482,1.8982252806954003,82,1.8982252806954003,223,0.4396270359059158,231,231,0.0418326693227091,2.0081031323185465,2.3900875485324855,2.7151337248466705,False,True,aops_forum
pair_d96197fd,10713,20984,20984,1.9587417156725473,97,1.9587417156725473,348,0.4588880669492767,195,195,0.0182021842621114,1.9859107250480124,2.237670894440879,2.5154711682121764,False,True,14416,28398,28398,1.969894561598224,110,1.969894561598224,428,0.4589352988623185,191,191,0.0132491675915649,2.0333650480973477,2.304733386612285,2.4536030992691167,False,True,inequalities
pair_d9e524cd,209,310,310,1.4832535885167464,23,1.4832535885167464,36,0.3077326747954931,46,46,0.2200956937799043,2.563255542167311,,,False,True,209,310,310,1.4832535885167464,23,1.4832535885167464,36,0.3077326747954931,46,46,0.2200956937799043,2.563255542167311,,,False,True,olympiads
pair_db1d04db,2448,4553,4553,1.8598856209150327,70,1.8598856209150327,130,0.426590006014852,160,160,0.065359477124183,2.089228990361806,2.5035814716233444,2.703250415028438,False,True,3031,5711,5711,1.884196634774002,61,1.884196634774002,159,0.4347173989940289,161,161,0.0531177829099307,2.018027609844019,2.466474071576883,2.8959000426818213,False,True,aops_forum
pair_db881e0a,158,270,270,1.7088607594936709,19,1.7088607594936709,12,0.3698077824660103,13,13,0.0822784810126582,2.31591760866893,,,False,True,425,746,746,1.755294117647059,29,1.755294117647059,23,0.3878189560006308,35,35,0.0823529411764705,1.9754107604885127,3.617380710621464,,False,True,number_theory
pair_dd457978,3370,6333,6333,1.879228486646884,71,1.879228486646884,170,0.4364939244811104,189,189,0.0560830860534124,2.1221058911381987,2.2595185313417856,2.4235747121712303,False,True,2550,4706,4706,1.8454901960784311,64,1.8454901960784311,164,0.4263756739414848,184,184,0.072156862745098,2.140322012474904,2.3316461041231453,2.4637355587130374,False,True,secondary_math
pair_de1e8e19,8065,15368,15368,1.9055176689398636,72,1.9055176689398636,270,0.4389710198856054,338,338,0.0419094854308741,2.1375799610180577,2.3226420027520263,2.655189203855571,False,True,10016,19369,19369,1.933805910543131,72,1.933805910543131,374,0.4529358375352598,280,280,0.0279552715654952,2.029735693775926,2.2679250582770045,2.4211510030576138,False,True,olympiads
pair_de483a80,6169,11813,11813,1.9148970659750364,68,1.9148970659750364,221,0.4479498334648313,246,246,0.0398768033716971,1.9959928026746327,2.245880316283446,2.6822316933472763,False,True,3549,6661,6661,1.8768667230205691,54,1.8768667230205691,174,0.4353259865137268,206,206,0.0580445195829811,2.0504568765064097,2.3099812112584193,2.5501920888123637,False,True,cn_k12
pair_de5a08c0,1008,1768,1768,1.753968253968254,42,1.753968253968254,106,0.388347967392085,105,105,0.1041666666666666,2.2004858722455536,2.8560092135588686,,False,True,171,260,260,1.52046783625731,23,1.52046783625731,29,0.3097165991902834,30,30,0.175438596491228,2.7994202278203124,,,False,True,olympiads
pair_debcd118,931,1659,1659,1.781954887218045,43,1.781954887218045,57,0.3973237148671213,73,73,0.0784103114930182,2.2070255508477885,2.6626133885141225,,False,True,10582,20364,20364,1.9243999243999244,71,1.9243999243999244,841,0.4732127036193035,213,213,0.0201285201285201,1.8504334567782807,2.333467000749801,1.415920684222317,False,True,math_test
pair_df433d2d,4073,7611,7611,1.8686471888043212,63,1.8686471888043212,160,0.4299972486744427,221,221,0.0542597593911122,2.031901133975256,2.3933726706075964,2.8926472237256036,False,True,4383,8130,8130,1.8548939082819984,62,1.8548939082819984,156,0.4361187513312505,251,251,0.0572667122975131,2.051613147821619,2.1970066913268176,2.0727584939236783,False,True,amc_aime
pair_e21630bd,19327,37571,37571,1.9439644021317328,135,1.9439644021317328,659,0.4561321201779146,419,419,0.02167951570342,2.125242968180843,2.2624916958086567,2.270827616786097,False,True,45102,88745,88745,1.967651101946699,125,1.967651101946699,1193,0.4667276351378815,376,376,0.0083366591281983,1.9754214401594083,2.4283810648083586,2.311237936416843,False,True,olympiads
pair_e23940b8,2911,5420,5420,1.8619031260735144,58,1.8619031260735144,137,0.4220859673385466,170,170,0.0583991755410511,2.082657673549128,2.5617067093740227,2.8942309625624505,False,True,321,567,567,1.766355140186916,33,1.766355140186916,23,0.3968638568846253,19,19,0.0591900311526479,2.188198742852576,,,False,True,amc_aime
pair_e24e2569,22808,44972,44972,1.9717642932304456,173,1.9717642932304456,804,0.4647696042555712,298,298,0.0130655910206944,2.0623318097635157,2.1829921775904793,2.326557293522222,False,True,24846,49040,49040,1.9737583514449009,157,1.9737583514449009,1173,0.4645959469221103,303,303,0.0121951219512195,2.017082386724037,2.2219607834362343,2.437424763862644,False,True,olympiads
pair_e289753a,604,1063,1063,1.759933774834437,34,1.759933774834437,25,0.3816248528156598,58,58,0.0960264900662251,2.2026200548881985,2.773418761085698,,False,True,354,574,574,1.6214689265536724,32,1.6214689265536724,20,0.3279592117955078,56,56,0.1581920903954802,2.709708070737948,,,False,True,cn_contest
pair_e38bc8a1,4426,8462,8462,1.9118843199277,67,1.9118843199277,241,0.4495871231244265,186,186,0.0420244012652507,2.036618223736177,2.175454885724742,2.472282053684841,False,True,6120,11816,11816,1.930718954248366,91,1.930718954248366,342,0.4548327901460742,191,191,0.0312091503267973,2.0201728088103894,2.1784660017534847,2.4418205087750384,False,True,olympiads
pair_e39b5195,11955,23540,23540,1.96905060644082,75,1.96905060644082,511,0.4634257039372015,155,155,0.0129652864910079,2.0287380450122727,2.230932813018746,2.4937600795062034,False,True,325,584,584,1.7969230769230768,40,1.7969230769230768,33,0.4099051633298208,16,16,0.0492307692307692,2.1176082608406865,,,False,True,olympiads
pair_e45dd21b,13479,26323,26323,1.9528896802433415,78,1.9528896802433415,444,0.4530905284678461,277,277,0.0205504859410935,2.166917641079401,2.2777112559401766,2.4539901879597803,False,True,14445,28253,28253,1.955901696088612,112,1.955901696088612,391,0.4577165356636298,277,277,0.0191761855313257,2.138682998988533,2.1682463519794686,2.39055143775317,False,True,amc_aime
pair_e4b3d3b7,5626,10883,10883,1.9344116601493069,65,1.9344116601493069,189,0.4526533047314912,156,156,0.0277284038393174,1.9678395865323557,2.29503495541748,2.498094564540919,False,True,3644,6842,6842,1.8776070252469816,54,1.8776070252469816,179,0.4313351126621234,200,200,0.0548847420417124,2.050204212917325,2.4883819329671204,3.06134319886074,False,True,math_test
pair_e5328112,3065,5698,5698,1.8590538336052205,72,1.8590538336052205,181,0.4298916021591388,191,191,0.0623164763458401,2.0700785200692797,2.3474122630145793,2.68611377033279,False,True,3416,6383,6383,1.868559718969555,69,1.868559718969555,185,0.4324579505500009,199,199,0.058255269320843,2.0566000530371955,2.36713434675364,2.7702709233541203,False,True,math_train
pair_e5e14291,416,680,680,1.6346153846153846,36,1.6346153846153846,42,0.3529411764705882,62,62,0.1490384615384615,2.2436984894364937,2.831493712046574,,False,True,238,374,374,1.5714285714285714,26,1.5714285714285714,24,0.3258212375859434,40,40,0.1680672268907563,2.405266850291767,,,False,True,olympiads_ref
pair_e653c233,29939,58820,58820,1.96466147833929,441,1.96466147833929,1364,0.4678212569570367,178,178,0.0059454223587962,2.359221883438225,2.257616280735953,2.4373541206636222,False,True,9651,18497,18497,1.9165889545124857,841,1.9165889545124857,406,0.4516029385549179,179,179,0.0185473007978447,2.1995652181687273,2.429087652591511,1.976445308283759,False,True,olympiads
pair_e662ae99,162,232,232,1.432098765432099,26,1.432098765432099,25,0.2808109833971903,35,35,0.2160493827160493,2.7141873226820854,,,False,True,1365,2370,2370,1.7362637362637363,54,1.7362637362637363,122,0.3855581830265374,166,166,0.1216117216117216,2.3828552620104064,2.580223199402924,,False,True,number_theory
pair_e6f73d93,10173,19624,19624,1.9290278187358696,78,1.9290278187358696,364,0.4505968874628727,332,332,0.032635407451096,2.070184830411431,2.2295625960265166,2.4434415166984964,False,True,10848,21068,21068,1.942109144542773,124,1.942109144542773,482,0.4561969200168242,288,288,0.0265486725663716,2.021332685390969,2.2014346980081045,2.3630473634006797,False,True,math_test
pair_e7575bee,309,571,571,1.8478964401294495,30,1.8478964401294495,25,0.413876750605025,13,13,0.0420711974110032,2.402362331245224,,,False,True,356,678,678,1.904494382022472,27,1.904494382022472,42,0.4316230817672599,10,10,0.0280898876404494,2.3837641074297182,,,False,True,olympiads
pair_e83bd10d,7985,15283,15283,1.9139636819035692,94,1.9139636819035692,222,0.4396008169967645,324,324,0.0405760801502817,2.275712867592273,2.3177745375570353,2.2358188055995702,False,True,10602,20519,20519,1.9353895491416713,95,1.9353895491416713,246,0.4506998537912864,315,315,0.0297113752122241,2.1532400477743625,2.2194415875200075,2.3743268665635724,False,True,math_test
pair_e8903db6,15079,29605,29605,1.9633264805358448,90,1.9633264805358448,572,0.4649372136898234,245,245,0.0162477617879169,2.0482458247802113,2.220590526274933,2.3824877588372737,False,True,10078,19766,19766,1.9613018456042863,82,1.9613018456042863,573,0.4644535649355848,172,172,0.0170668783488787,2.0051550543415004,2.152352432600289,2.4359109550099607,False,True,olympiads_ref
pair_e8d98c67,130,194,194,1.4923076923076923,25,1.4923076923076923,19,0.296193497224425,17,17,0.1307692307692307,2.860465396763866,,,False,True,379,660,660,1.7414248021108178,58,1.7414248021108178,38,0.3845606460382186,27,27,0.0712401055408971,2.1422019755234927,2.8692744661768845,,False,True,olympiads
pair_e970e4c4,5462,10258,10258,1.878066642255584,80,1.878066642255584,231,0.436218788504479,282,282,0.0516294397656536,2.0197987348367006,2.309642021967991,2.6279399062620303,False,True,5968,11316,11316,1.896112600536193,75,1.896112600536193,240,0.4422352523225081,277,277,0.0464142091152815,2.026646363077943,2.2385675461455374,2.687832044930531,False,True,olympiads
pair_eabc1c29,7549,14566,14566,1.9295270896807524,73,1.9295270896807524,165,0.4508451325021621,221,221,0.0292754007153265,2.0720108622740083,2.2431867743152667,2.460845164804228,False,True,7770,14996,14996,1.92998712998713,102,1.92998712998713,664,0.4562631373514275,184,184,0.0236808236808236,2.458585069494909,1.9324243322617631,1.8421257736828305,False,True,math_train
pair_eb63c4a0,3595,6781,6781,1.886230876216968,62,1.886230876216968,202,0.4397453491808803,190,190,0.0528511821974965,2.048038613203035,2.2155179432946417,2.6847168744855123,False,True,2607,4819,4819,1.8484848484848484,65,1.8484848484848484,167,0.4266104641254693,181,181,0.0694284618335251,2.1184674546516247,2.3673911741427713,2.5933854556550786,False,True,math_test
pair_ebc61bc9,9473,18244,18244,1.925894647946796,87,1.925894647946796,252,0.4463873403061814,287,287,0.0302966325345719,2.0681624119979896,2.3509525300510843,2.4782815765050987,False,True,1161,2057,2057,1.7717484926787253,51,1.7717484926787253,66,0.4039239972581597,91,91,0.078380706287683,2.232185205809132,2.3208155878202064,,False,True,olympiads
pair_ec20e9b4,1191,2136,2136,1.7934508816120909,55,1.7934508816120909,99,0.4033174841272087,100,100,0.0839630562552476,2.2755700939820662,2.534809609925539,2.7462829745225577,False,True,7348,14298,14298,1.945835601524224,165,1.945835601524224,345,0.4598938924500977,134,134,0.0182362547632008,2.0357949828715336,2.164613369137701,2.566812918955242,False,True,math_train
pair_ec7f806f,8694,16762,16762,1.927996319300667,74,1.927996319300667,393,0.4524228932932885,298,298,0.0342765125373821,2.0788348749459065,2.2128099071081317,2.5323681663030584,False,True,4284,8065,8065,1.8825863678804855,61,1.8825863678804855,219,0.4378475713492671,242,242,0.0564892623716153,2.0670910323903655,2.341071028895815,2.299324839844008,False,True,math_train
pair_ec8eb018,7156,13685,13685,1.9123812185578537,80,1.9123812185578537,169,0.4441999917083513,248,248,0.0346562325321408,2.083665710091612,2.22683130067457,2.506688065614562,False,True,20356,40006,40006,1.9653173511495383,119,1.9653173511495383,811,0.4637767662616376,264,264,0.0129691491452151,2.0488097805574133,2.216735380488016,2.2210983579203685,False,True,amc_aime
pair_edc1fe33,5499,10392,10392,1.889798145117294,70,1.889798145117294,220,0.4341503550019102,275,275,0.050009092562284,2.142469389221711,2.370257301231705,2.638368833029955,False,True,3691,6941,6941,1.8805201842319157,60,1.8805201842319157,169,0.433445094429259,201,201,0.0544567867786507,2.0994425313737866,2.3893108710495734,2.580689109236274,False,True,math_test
pair_ee1554cd,21422,42199,42199,1.9698907665017271,115,1.9698907665017271,1377,0.4735095918605146,244,244,0.011390159648959,2.192412682518136,1.897301563986599,1.8392499348418112,False,True,7283,13889,13889,1.907043800631608,70,1.907043800631608,266,0.4579281800456567,282,282,0.0387203075655636,2.0182077838768357,1.9119088132275104,2.06808440618752,False,True,unknown
pair_ee294964,5899,11343,11343,1.9228682827597896,75,1.9228682827597896,264,0.4449820830553017,206,206,0.034921173080183,2.044236699491406,2.370627392600084,2.5507431301964596,False,True,7617,14715,14715,1.9318629381646315,93,1.9318629381646315,322,0.450742676339934,239,239,0.0313771826178285,2.0292243471403095,2.2948388490571094,2.527374952966005,False,True,aops_forum
pair_ee52321c,2027,3600,3600,1.7760236803157377,67,1.7760236803157377,112,0.3996335580770707,197,197,0.0971879625061667,2.2501110019028596,2.415346404452671,2.540461456559738,False,True,16382,31361,31361,1.9143572213404956,69,1.9143572213404956,588,0.463131043504781,453,453,0.0276523013063118,2.2676173259004364,1.9188187471493627,2.2085526742167736,False,True,math_train
pair_eeb3bb08,4347,8140,8140,1.872555785599264,63,1.872555785599264,241,0.4337479207044424,260,260,0.0598113641591902,2.0465005955358175,2.3961310195202277,2.779315150149158,False,True,10238,19962,19962,1.949794881812854,75,1.949794881812854,546,0.4596398912964912,250,250,0.0244188318030865,1.9395157960442029,2.2578618795498437,2.463689159879549,False,True,olympiads
pair_eed4f922,1429,2510,2510,1.7564730580825751,52,1.7564730580825751,142,0.3945578079564178,154,154,0.1077676696990902,2.225662917775522,2.552889856747341,2.9526509247915302,False,True,1766,3208,3208,1.8165345413363536,53,1.8165345413363536,139,0.4118825953236953,142,142,0.0804077010192525,2.0942463521041654,2.550071684438997,2.953443174554879,False,True,aops_forum
pair_f0d3d3dd,1524,2690,2690,1.7650918635170605,50,1.7650918635170605,134,0.3960878728448906,160,160,0.1049868766404199,2.2048802246376504,2.7745282025276845,2.9191002968653423,False,True,1283,2222,2222,1.7318784099766174,44,1.7318784099766174,123,0.3811611090961005,151,151,0.117692907248636,2.3492186255972904,2.5494513768920943,3.0008643888402413,False,True,olympiads
pair_f1a813ba,3156,5932,5932,1.879594423320659,139,1.879594423320659,227,0.445812255840805,66,66,0.0209125475285171,2.217202565368414,2.12964547958628,2.201687240606061,False,True,1346,2476,2476,1.839524517087667,51,1.839524517087667,93,0.4158873176551356,80,80,0.0594353640416047,2.172956748741395,2.383062936087214,3.092241350341922,False,True,olympiads
pair_f2ee8d3a,11691,22690,22690,1.9408091694465828,93,1.9408091694465828,402,0.4558318828234561,311,311,0.0266016593961166,2.043041834917849,2.189174208890793,2.4669922131519044,False,True,18218,35813,35813,1.965803051926666,111,1.965803051926666,723,0.4641666945899989,272,272,0.0149302887254363,2.0426051395053957,2.1516861277142576,2.2927393643773977,False,True,olympiads
pair_f39ff433,9370,18299,18299,1.9529348986125936,86,1.9529348986125936,479,0.4616381111039245,169,169,0.0180362860192102,1.9071473773982193,2.245825998739831,2.357715821148029,False,True,2683,4915,4915,1.831904584420425,85,1.831904584420425,148,0.4183038603709957,186,186,0.0693253820350354,2.0852002034288875,2.319813096134045,2.775779292842477,False,True,secondary_math
pair_f46b4569,3953,7362,7362,1.8623830002529724,91,1.8623830002529724,233,0.4324564653422622,254,254,0.0642549962054136,2.0789292352559507,2.377178514325598,2.7753435180947315,False,True,7149,13792,13792,1.9292208700517557,92,1.9292208700517557,333,0.449245635412478,235,235,0.0328717303119317,2.026749278912204,2.3037523043820785,2.6642967684513628,False,True,olympiads
pair_f4b1f0c5,15448,30331,30331,1.9634256861729673,95,1.9634256861729673,898,0.4659310831684954,246,246,0.0159243915069911,2.002921501942366,2.1569771338055523,2.3045144053884385,False,True,9962,19342,19342,1.941577996386268,86,1.941577996386268,547,0.458672082234277,257,257,0.0257980325235896,2.009816857992478,2.1265117401110727,2.4554777409414728,False,True,secondary_math
pair_f508c4f1,660,1122,1122,1.7,40,1.7,97,0.375957435315724,86,86,0.1303030303030303,2.2869552670689264,2.884845710819884,,False,True,2937,5362,5362,1.825672454885938,74,1.825672454885938,228,0.4188947634249362,235,235,0.080013619339462,2.170461629649786,2.3538538579291295,2.4332878752228124,False,True,cn_k12
pair_f54301fd,4155,7705,7705,1.85439229843562,63,1.85439229843562,257,0.4285413303908959,284,284,0.0683513838748495,2.1039860540614255,2.381553195823858,2.6312362104285594,False,True,7262,13788,13788,1.8986505095015147,76,1.8986505095015147,335,0.4432825769329749,344,344,0.0473698705590746,2.0556570820168902,2.330273277524266,2.5385676672904633,False,True,cn_k12
pair_f549052a,1578,2890,2890,1.8314321926489228,44,1.8314321926489228,125,0.4158437161489512,118,118,0.0747782002534854,2.2316448140327765,2.3914557193473667,2.2858736715644388,False,True,4971,9503,9503,1.911687789177228,66,1.911687789177228,232,0.4481217410555038,208,208,0.0418426875880104,2.077069451136577,2.217214705846221,2.400649556089502,False,True,olympiads
pair_f5a9005d,6281,11960,11960,1.904155389269225,81,1.904155389269225,267,0.442585405152983,274,274,0.0436236268110173,2.026655153949086,2.404932816471742,2.6535884066937556,False,True,9204,17816,17816,1.9356801390699696,81,1.9356801390699696,378,0.453033954507587,269,269,0.0292264232942199,1.990194244707653,2.341536614384617,2.4697235768559196,False,True,cn_k12
pair_f5d4e5bf,4664,8797,8797,1.88614922813036,73,1.88614922813036,222,0.4404445486737156,249,249,0.0533876500857632,2.075736971375287,2.329613684314138,2.481235227633538,False,True,2424,4475,4475,1.846122112211221,64,1.846122112211221,145,0.4269816730276379,173,173,0.0713696369636963,2.1084060889004226,2.229466926343888,2.4946770913632204,False,True,cn_k12
pair_f5e39d77,2354,4374,4374,1.8581138487680544,57,1.8581138487680544,133,0.4246736430883194,127,127,0.0539507221750212,2.2599513420837365,2.138511992867306,2.5647062304021047,False,True,8093,15828,15828,1.9557642407018412,934,1.9557642407018412,556,0.4670777552124108,34,34,0.0042011614975905,2.4583932297437063,1.880805399459083,1.4627490835745942,False,True,olympiads
pair_f700873e,730,1237,1237,1.6945205479452057,36,1.6945205479452057,77,0.3742029434889979,92,92,0.1260273972602739,2.22955421947641,2.6135888657204616,,False,True,2021,3683,3683,1.822365165759525,50,1.822365165759525,138,0.4116209611729568,160,160,0.0791687283523008,2.1234439017620907,2.664738029406559,2.909182834262139,False,True,cn_k12
pair_f7ca2998,1393,2439,2439,1.750897343862168,48,1.750897343862168,136,0.387759685206328,158,158,0.113424264178033,2.31813073127179,2.6131674278422343,2.804640404810021,False,True,2164,3955,3955,1.827634011090573,52,1.827634011090573,147,0.4145592396905108,167,167,0.0771719038817005,2.1321710655871846,2.582238130556161,2.720561784754105,False,True,olympiads
pair_f8026f2d,1222,2194,2194,1.795417348608838,58,1.795417348608838,54,0.4093480657708048,105,105,0.085924713584288,2.0594382657588257,2.3572685525164268,2.5589268441584165,False,True,1056,1880,1880,1.7803030303030305,50,1.7803030303030305,33,0.406245970341715,94,94,0.0890151515151515,1.9709860824048355,2.3980123675560874,2.701040433149935,False,True,amc_aime
pair_f827a253,7535,14360,14360,1.9057730590577304,91,1.9057730590577304,259,0.4516219758120415,244,244,0.0323822163238221,2.0774220870294826,2.095480255556697,2.2442694370117833,False,True,7555,14505,14505,1.9199205823957644,93,1.9199205823957644,250,0.4535581263084844,205,205,0.0271343481138318,2.078673094902713,2.058040982909241,2.2106683989994753,False,True,amc_aime
pair_f85a44af,10422,20167,20167,1.9350412588754555,75,1.9350412588754555,453,0.4544407536163421,307,307,0.0294569180579543,2.015036094754078,2.266141016213057,2.4157391447201806,False,True,9472,18420,18420,1.944679054054054,77,1.944679054054054,454,0.4582153331059072,236,236,0.0249155405405405,1.999555779935088,2.2599272886556694,2.4715333347528743,False,True,cn_k12
pair_f9baa4be,2899,5306,5306,1.8302863056226284,60,1.8302863056226284,190,0.4181706339852038,227,227,0.0783028630562262,2.093237268991624,2.6655666203905453,2.8102981452999347,False,True,2767,5082,5082,1.8366461872063609,60,1.8366461872063609,179,0.4217483078737473,211,211,0.0762558727864112,2.0920952781630477,2.456804557007426,2.7373726065378436,False,True,math_train
pair_fc9929da,222,362,362,1.6306306306306306,29,1.6306306306306306,15,0.3419690408640685,18,18,0.081081081081081,2.333637526172157,,,False,True,460,811,811,1.7630434782608695,40,1.7630434782608695,35,0.3919289122393181,26,26,0.0565217391304347,2.216204991602724,2.726676978145866,,False,True,math_test
pair_fccad9e3,3303,6072,6072,1.8383287920072664,70,1.8383287920072664,161,0.4199957757889282,251,251,0.0759915228580078,2.221988119571534,2.4695317557795775,2.434498932462735,False,True,2125,3837,3837,1.8056470588235296,49,1.8056470588235296,115,0.4063228318692606,184,184,0.0865882352941176,2.2405235225952027,2.391448715144673,2.6106739410864854,False,True,olympiads
pair_fd852ae5,12261,23598,23598,1.924639099584047,93,1.924639099584047,405,0.4504551432232492,413,413,0.033684038822282,2.0805847690508545,2.2478647536080567,2.5089706470284145,False,True,7819,15065,15065,1.9267169714797288,80,1.9267169714797288,359,0.4515426034440772,235,235,0.0300549942447883,1.986657893437138,2.227406498312692,2.510405832946537,False,True,cn_contest
pair_fe3e5ba4,2382,4348,4348,1.8253568429890847,61,1.8253568429890847,167,0.4172386505043576,179,179,0.0751469353484466,2.1696473357488024,2.467612796246537,2.742217338209027,False,True,9068,17600,17600,1.940891045434495,68,1.940891045434495,376,0.4536095209929021,233,233,0.0256947507719453,1.974602315748032,2.293675868884945,2.6866660977057153,False,True,olympiads_ref
