pair,side,source,status,source_claims,root_nodes,root_node_digits,term_lets,matched,match_share,unambiguous_matched,term_uses,zero_term_use,one_term_use,multi_term_use,polarized_term_use,reuse_excess,potential_inlining_nodes
pair_0a983018,h,olympiads_ref,ok,1,899619,6,8,1,1.0,0,1,0,1,0,0,0,0
pair_0aa85a3c,a,olympiads_ref,ok,9,619702,6,12,9,1.0,9,13,1,6,2,3,5,552615
pair_0aa85a3c,h,olympiads_ref,ok,2,251923,6,3,2,1.0,2,2,0,2,0,0,0,0
pair_0ab4e485,a,olympiads,ok,14,5005473,7,14,14,1.0,8,9,5,9,0,5,0,0
pair_0ab4e485,h,olympiads,ok,4,35908961,8,136,4,1.0,0,4,0,4,0,0,0,0
pair_0ae64546,a,amc_aime,ok,0,36813939,8,0,0,1.0,0,0,0,0,0,0,0,0
pair_0ae64546,h,amc_aime,ok,7,887966,6,10,7,1.0,5,15,0,4,3,3,8,2064497
pair_0afd1fb7,a,unknown,ok,7,239366,6,12,7,1.0,7,7,3,1,3,6,3,144468
pair_0afd1fb7,h,unknown,ok,0,126632,6,3,0,1.0,0,0,0,0,0,0,0,0
pair_0b0a9aa2,a,olympiads,ok,15,1006151,7,20,15,1.0,11,26,5,7,3,8,16,824370
pair_0b0a9aa2,h,olympiads,ok,1,823354,6,10,1,1.0,1,1,0,1,0,0,0,0
pair_0b123512,a,math_train,ok,0,2241,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_0b123512,h,math_train,ok,5,483828,6,12,5,1.0,5,41,2,1,2,4,38,6059702
pair_0b238266,a,olympiads,ok,1,6983,4,1,1,1.0,1,1,0,1,0,0,0,0
pair_0b238266,h,olympiads,ok,0,368361,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_0b319a0b,a,cn_k12,ok,13,575248,6,13,13,1.0,11,17,1,7,5,6,5,10240
pair_0b319a0b,h,cn_k12,ok,1,179264,6,6,1,1.0,1,1,0,1,0,0,0,0
pair_0b56228b,a,cn_k12,ok,17,10326387,8,18,17,1.0,13,18,10,4,3,13,11,7813656
pair_0b56228b,h,cn_k12,ok,9,6783699,7,10,9,1.0,7,20,0,6,3,3,11,3009686
pair_0b668267,a,math_train,ok,0,96191,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_0b668267,h,math_train,ok,0,96191,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_0b7ad5b2,a,math_train,ok,0,4787,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_0b7ad5b2,h,math_train,ok,8,214951,6,14,8,1.0,4,10,0,6,2,2,2,30716
pair_0b8d80ab,a,math_test,ok,3,8217,4,3,3,1.0,3,3,0,3,0,0,0,0
pair_0b8d80ab,h,math_test,ok,0,7751,4,1,0,1.0,0,0,0,0,0,0,0,0
pair_0b906ae7,a,number_theory,ok,0,317,3,0,0,1.0,0,0,0,0,0,0,0,0
pair_0b906ae7,h,number_theory,ok,0,9,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_0bb338af,a,olympiads_ref,ok,18,954334,6,19,18,1.0,7,21,9,3,6,15,12,959567
pair_0bb338af,h,olympiads_ref,ok,7,1344762,7,9,7,1.0,3,12,0,2,5,5,5,17153
pair_0bc9ff8b,a,math_test,ok,4,1417423,7,4,4,1.0,4,2,2,2,0,2,0,0
pair_0bc9ff8b,h,math_test,ok,0,873547,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_0bd33b17,a,olympiads,ok,6,6085316,7,6,6,1.0,4,18,0,4,2,2,12,22884616
pair_0bd33b17,h,olympiads,ok,19,34221845,8,19,17,0.8947368421052632,11,61,4,7,6,10,48,26924254
pair_0bdca338,a,aops_forum,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_0bdca338,h,aops_forum,ok,0,65,2,0,0,1.0,0,0,0,0,0,0,0,0
pair_0be6507c,a,olympiads,ok,5,2553523,7,5,5,1.0,5,2165,0,0,5,5,2160,152235046
pair_0be6507c,h,olympiads,ok,22,3093603,7,148,22,1.0,0,52,1,9,12,13,31,1510818
pair_0bf16405,a,amc_aime,ok,2,281219,6,2,2,1.0,2,2,0,2,0,0,0,0
pair_0bf16405,h,amc_aime,ok,1,772988,6,1,1,1.0,1,6,0,0,1,1,5,1950025
pair_0c27c9ce,a,math_test,ok,0,12215,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_0c27c9ce,h,math_test,ok,0,16369,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_0c9ecd6b,a,math_train,ok,10,2067854,7,10,10,1.0,6,27,5,0,5,10,22,2594602
pair_0c9ecd6b,h,math_train,ok,1,980432,6,1,1,1.0,1,6,0,0,1,1,5,68725
pair_0cbaa3fa,a,math_test,ok,2,112504,6,2,2,1.0,2,2,0,2,0,0,0,0
pair_0cbaa3fa,h,math_test,ok,0,126158,6,1,0,1.0,0,0,0,0,0,0,0,0
pair_0d17e1c3,a,olympiads,ok,4,709849,6,4,4,1.0,4,6,0,2,2,2,2,5114
pair_0d17e1c3,h,olympiads,ok,0,287677,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_0d2ed039,a,olympiads,ok,3,4406152,7,3,3,1.0,3,79,1,0,2,3,77,1027741
pair_0d2ed039,h,olympiads,ok,18,2601723,7,28,18,1.0,10,70,0,8,10,10,52,16670604
pair_0d40dbec,a,olympiads,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_0d40dbec,h,olympiads,ok,4,39141,5,4,4,1.0,4,11,0,0,4,4,7,15917
pair_0d56a90b,a,math_test,ok,6,239035,6,6,6,1.0,6,14,0,3,3,3,8,60612
pair_0d56a90b,h,math_test,ok,1,208516,6,3,1,1.0,1,8,0,0,1,1,7,202783
pair_0d6d6ffd,a,math_train,ok,0,96923,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_0d6d6ffd,h,math_train,ok,0,96923,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_0d8074dd,a,olympiads,ok,0,1497,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_0d8074dd,h,olympiads,ok,0,1497,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_0da16687,a,olympiads,ok,15,742409,6,15,15,1.0,5,35,2,5,8,10,22,1449837
pair_0da16687,h,olympiads,ok,3,171289,6,4,3,1.0,3,5,0,1,2,2,2,7693
pair_0deb533d,a,math_train,ok,1,85199,5,1,1,1.0,1,1,0,1,0,0,0,0
pair_0deb533d,h,math_train,ok,0,39581,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_0e075d00,a,olympiads,ok,3,2629128,7,3,3,1.0,3,1,2,1,0,2,0,0
pair_0e075d00,h,olympiads,ok,0,1438302,7,1,0,1.0,0,0,0,0,0,0,0,0
pair_0e0ee7fb,a,math_train,ok,1,122392,6,1,1,1.0,1,2,0,0,1,1,1,36239
pair_0e0ee7fb,h,math_train,ok,0,143159,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_0e1232d6,a,olympiads,ok,26,1093532,7,26,26,1.0,7,38,3,14,9,12,15,962496
pair_0e1232d6,h,olympiads,ok,6,607791,6,17,6,1.0,2,11,0,2,4,4,5,390338
pair_0e31e6cf,a,math_test,ok,0,377679,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_0e31e6cf,h,math_test,ok,2,527617,6,4,2,1.0,2,6,0,0,2,2,4,588808
pair_0e32bcce,a,amc_aime,ok,0,125925,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_0e32bcce,h,amc_aime,ok,0,125925,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_0e3ec0d0,a,olympiads,ok,2,146624,6,7,2,1.0,2,2,0,2,0,0,0,0
pair_0e3ec0d0,h,olympiads,ok,2,138122,6,7,2,1.0,2,2,0,2,0,0,0,0
pair_0e402c49,a,cn_contest,ok,2,85442,5,2,2,1.0,2,2,0,2,0,0,0,0
pair_0e402c49,h,cn_contest,ok,0,34031,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_0e521150,a,olympiads,ok,18,1067859,7,18,18,1.0,8,18,5,11,2,7,5,1143361
pair_0e521150,h,olympiads,ok,4,458669,6,7,4,1.0,1,4,0,4,0,0,0,0
pair_0e5d49e1,a,olympiads,ok,0,4035,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_0e5d49e1,h,olympiads,ok,0,4035,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_0e5ef78d,a,math_train,ok,0,254323,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_0e5ef78d,h,math_train,ok,0,254323,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_0e77e415,a,number_theory,ok,4,197707,6,5,4,1.0,4,3,1,3,0,1,0,0
pair_0e77e415,h,number_theory,ok,0,1273,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_0e7d23c7,a,math_train,ok,12,6264247,7,12,12,1.0,12,24,0,4,8,8,12,3418572
pair_0e7d23c7,h,math_train,ok,11,1133310,7,14,11,1.0,7,15,0,8,3,3,4,204869
pair_0e90e290,a,amc_aime,ok,0,138403,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_0e90e290,h,amc_aime,ok,0,138403,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_0e9a0016,a,secondary_math,ok,21,1023975,7,23,21,1.0,12,35,2,11,8,10,16,1509647
pair_0e9a0016,h,secondary_math,ok,15,957195,6,15,15,1.0,10,29,0,8,7,7,14,1314762
pair_0ea504a0,a,olympiads,ok,22,2683133,7,22,22,1.0,3,22,5,13,4,9,5,1839817
pair_0ea504a0,h,olympiads,ok,18,2528245,7,18,18,1.0,3,19,2,13,3,5,3,1126947
pair_0eab7de5,a,math_test,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_0eab7de5,h,math_test,ok,0,113,3,0,0,1.0,0,0,0,0,0,0,0,0
pair_0eda2d63,a,number_theory,ok,0,2561,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_0eda2d63,h,number_theory,ok,0,2561,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_0ef6f461,a,olympiads_ref,ok,15,560125,6,15,15,1.0,5,11,7,6,2,9,3,130128
pair_0ef6f461,h,olympiads_ref,ok,2,284242,6,2,2,1.0,2,2,0,2,0,0,0,0
pair_0ef9c5ad,a,cn_k12,ok,0,222284,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_0ef9c5ad,h,cn_k12,ok,0,109586,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_0f3a18aa,a,math_train,ok,3,469032,6,3,3,1.0,3,0,3,0,0,3,0,0
pair_0f3a18aa,h,math_train,ok,0,132659,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_0f3deadd,a,math_train,ok,1,6386,4,1,1,1.0,1,1,0,1,0,0,0,0
pair_0f3deadd,h,math_train,ok,0,6386,4,1,0,1.0,0,0,0,0,0,0,0,0
pair_0f40f95a,a,olympiads,ok,0,1308365,7,0,0,1.0,0,0,0,0,0,0,0,0
pair_0f40f95a,h,olympiads,ok,0,1312695,7,0,0,1.0,0,0,0,0,0,0,0,0
pair_0f421760,a,amc_aime,ok,0,3085,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_0f421760,h,amc_aime,ok,7,506772,6,8,7,1.0,7,10,0,5,2,2,3,420761
pair_0f5088bf,a,math_train,ok,0,5551,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_0f5088bf,h,math_train,ok,0,5551,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_0f59ff94,a,math_test,ok,1,28693,5,1,1,1.0,1,8,0,0,1,1,7,581
pair_0f59ff94,h,math_test,ok,2,264478,6,3,2,1.0,2,8,0,0,2,2,6,55222
pair_0f5e4e8b,a,olympiads,ok,7,6809726,7,7,7,1.0,5,11,0,3,4,4,4,6361071
pair_0f5e4e8b,h,olympiads,ok,10,8866164,7,16,10,1.0,10,19,3,1,6,9,12,27550899
pair_0f5ec3be,a,olympiads,ok,16,1364227,7,16,16,1.0,5,31,2,6,8,10,17,327522
pair_0f5ec3be,h,olympiads,ok,5,864166,6,5,5,1.0,1,40,2,1,2,4,37,2621659
pair_0f5fdc1f,a,math_train,ok,0,73373,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_0f5fdc1f,h,math_train,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_0f664324,a,math_train,ok,4,160359,6,4,4,1.0,4,3,1,3,0,1,0,0
pair_0f664324,h,math_train,ok,0,73249,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_0f70348d,a,olympiads,ok,0,410310,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_0f70348d,h,olympiads,ok,0,2006497,7,4,0,1.0,0,0,0,0,0,0,0,0
pair_0f905113,a,math_test,ok,4,1330631,7,6,4,1.0,2,3,1,3,0,1,0,0
pair_0f905113,h,math_test,ok,3,941120,6,5,3,1.0,2,3,0,3,0,0,0,0
pair_0fa430d1,a,olympiads,ok,21,2042791,7,58,21,1.0,17,88,6,2,13,19,73,7051525
pair_0fa430d1,h,olympiads,ok,2,615683,6,6,2,1.0,2,13,0,1,1,1,11,1742631
pair_0fc81044,a,olympiads_ref,ok,4,334536,6,5,4,1.0,4,41,0,1,3,3,37,44245
pair_0fc81044,h,olympiads_ref,ok,7,443907,6,9,6,0.8571428571428571,4,8,0,4,2,2,2,143690
pair_0ff12e5e,a,number_theory,ok,0,1015,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_0ff12e5e,h,number_theory,ok,0,28138,5,1,0,1.0,0,0,0,0,0,0,0,0
pair_10650c37,a,math_train,ok,17,2550919,7,21,17,1.0,6,28,2,5,10,12,13,6955323
pair_10650c37,h,math_train,ok,1,559158,6,2,1,1.0,1,2,0,0,1,1,1,67799
pair_107245a2,a,math_test,ok,0,3599,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_107245a2,h,math_test,ok,0,3599,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_1082bd51,a,olympiads_ref,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_1082bd51,h,olympiads_ref,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_108b1870,a,math_train,ok,0,28757,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_108b1870,h,math_train,ok,0,38911,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_108c2b76,a,cn_k12,ok,24,2566650,7,41,24,1.0,16,32,6,9,9,15,14,1179219
pair_108c2b76,h,cn_k12,ok,12,1202637,7,13,10,0.8333333333333334,2,16,0,6,4,4,6,872459
pair_10a4b6cd,a,amc_aime,ok,4,11284677,8,4,4,1.0,4,14,0,2,2,2,10,65515534
pair_10a4b6cd,h,amc_aime,ok,3,1016884,7,3,3,1.0,3,6,1,0,2,3,4,7858
pair_10a79973,a,aops_forum,ok,0,3081885,7,0,0,1.0,0,0,0,0,0,0,0,0
pair_10a79973,h,aops_forum,ok,0,582589,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_10bd73b4,a,amc_aime,ok,23,848006,6,27,23,1.0,14,24,13,6,4,17,14,707710
pair_10bd73b4,h,amc_aime,ok,4,485465,6,4,4,1.0,4,6,0,3,1,1,2,106394
pair_10be116d,a,olympiads,ok,16,746454,6,17,16,1.0,10,13,3,13,0,3,0,0
pair_10be116d,h,olympiads,ok,3,947465,6,6,3,1.0,3,13,0,1,2,2,10,310
pair_10bf58b8,a,olympiads,ok,3,414297,6,3,3,1.0,3,3,0,3,0,0,0,0
pair_10bf58b8,h,olympiads,ok,3,414297,6,3,3,1.0,3,3,0,3,0,0,0,0
pair_10d34b44,a,amc_aime,ok,7,870516,6,7,7,1.0,7,77,2,1,4,6,72,5853111
pair_10d34b44,h,amc_aime,ok,1,46403,5,1,1,1.0,1,2,0,0,1,1,1,4203
pair_10db0ca7,a,cn_k12,ok,3,74547,5,3,3,1.0,3,4,0,2,1,1,1,1
pair_10db0ca7,h,cn_k12,ok,2,6057,4,3,2,1.0,2,2,0,2,0,0,0,0
pair_10df5193,a,cn_k12,ok,6,615124,6,6,6,1.0,4,14,0,4,2,2,8,1365892
pair_10df5193,h,cn_k12,ok,2,473056,6,7,2,1.0,2,10,0,0,2,2,8,29000
pair_10e275b0,a,olympiads_ref,ok,13,1756229,7,13,13,1.0,3,16,5,5,3,8,8,1452160
pair_10e275b0,h,olympiads_ref,ok,8,536678,6,11,8,1.0,8,6,2,6,0,2,0,0
pair_10ee3386,a,olympiads,ok,7,192995,6,9,7,1.0,7,6,1,6,0,1,0,0
pair_10ee3386,h,olympiads,ok,10,153922,6,19,10,1.0,8,10,0,10,0,0,0,0
pair_10fd318c,a,olympiads_ref,ok,6,1663770,7,24,6,1.0,6,5,5,0,1,6,4,1848228
pair_10fd318c,h,olympiads_ref,ok,1,561880,6,7,1,1.0,0,1,0,1,0,0,0,0
pair_11362c17,a,secondary_math,ok,0,4064491,7,0,0,1.0,0,0,0,0,0,0,0,0
pair_11362c17,h,secondary_math,ok,0,3983467,7,0,0,1.0,0,0,0,0,0,0,0,0
pair_114ac71c,a,amc_aime,ok,18,2391504,7,21,18,1.0,8,23,0,16,2,2,5,8055197
pair_114ac71c,h,amc_aime,ok,5,1080076,7,26,5,1.0,2,5,0,5,0,0,0,0
pair_115fc1dd,a,aops_forum,ok,24,1344723,7,24,24,1.0,0,44,18,0,6,24,38,1169542
pair_115fc1dd,h,aops_forum,ok,0,451817,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_1162749d,a,math_test,ok,11,289216,6,11,11,1.0,5,20,0,6,5,5,9,271
pair_1162749d,h,math_test,ok,2,159479,6,4,2,1.0,2,2,0,2,0,0,0,0
pair_11814e28,a,cn_k12,ok,6,2875325,7,17,6,1.0,6,33,0,1,5,5,27,2820623
pair_11814e28,h,cn_k12,ok,3,542185,6,5,3,1.0,2,8,0,0,3,3,5,12012
pair_1184f5be,a,amc_aime,ok,20,2252139,7,24,20,1.0,8,46,4,11,5,9,30,2125670
pair_1184f5be,h,amc_aime,ok,7,361549,6,7,7,1.0,3,18,0,2,5,5,11,81905
pair_1191b828,a,olympiads,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_1191b828,h,olympiads,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_11a261c0,a,cn_contest,ok,1,681840,6,1,1,1.0,1,18,0,0,1,1,17,10611638
pair_11a261c0,h,cn_contest,ok,0,366129,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_11ab16fb,a,olympiads,ok,1,300990,6,1,1,1.0,1,0,1,0,0,1,0,0
pair_11ab16fb,h,olympiads,ok,0,148589,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_11b127b9,a,cn_k12,ok,8,305868,6,8,8,1.0,8,19,1,0,7,8,12,537868
pair_11b127b9,h,cn_k12,ok,3,108264,6,4,3,1.0,3,4,0,2,1,1,1,6017
pair_11b24520,a,math_train,ok,0,102421,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_11b24520,h,math_train,ok,0,75677,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_11bdfb8e,a,math_test,ok,0,3221,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_11bdfb8e,h,math_test,ok,0,3221,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_11d66911,a,math_test,ok,41,4691589,7,47,41,1.0,3,33,12,25,4,16,4,3831316
pair_11d66911,h,math_test,ok,6,1426629,7,16,6,1.0,6,8,0,5,1,1,2,1009942
pair_11d8b9aa,a,olympiads,ok,3,1437345,7,3,3,1.0,1,2,1,2,0,1,0,0
pair_11d8b9aa,h,olympiads,ok,0,1683081,7,0,0,1.0,0,0,0,0,0,0,0,0
pair_11dce336,a,olympiads_ref,ok,24,4876464,7,26,24,1.0,5,27,6,15,3,9,9,6334828
pair_11dce336,h,olympiads_ref,ok,3,470876,6,4,3,1.0,3,3,0,3,0,0,0,0
pair_11e0a70c,a,olympiads,ok,1,552535514,9,1,1,1.0,1,1089,0,0,1,1,1088,600000773312
pair_11e0a70c,h,olympiads,ok,25,2244927919,10,25,25,1.0,21,10,15,10,0,15,0,0
pair_11ee8f2b,a,olympiads,ok,59,1508548,7,59,59,1.0,9,211,10,37,12,22,162,29711780
pair_11ee8f2b,h,olympiads,ok,0,740281,6,11,0,1.0,0,0,0,0,0,0,0,0
pair_11f81fc7,a,olympiads,ok,18,1564947,7,19,18,1.0,1,32,1,6,11,12,15,2512997
pair_11f81fc7,h,olympiads,ok,0,179297,6,5,0,1.0,0,0,0,0,0,0,0,0
pair_11fd7bac,a,number_theory,ok,0,28333,5,2,0,1.0,0,0,0,0,0,0,0,0
pair_11fd7bac,h,number_theory,ok,0,28333,5,2,0,1.0,0,0,0,0,0,0,0,0
pair_11ff4653,a,cn_k12,ok,3,6529990,7,3,3,1.0,3,1057,0,0,3,3,1054,1957744308
pair_11ff4653,h,cn_k12,ok,50,1971912812,10,79,50,1.0,34,250,4,27,19,23,204,1908211435
pair_121126b4,a,math_train,ok,6,287605,6,6,6,1.0,6,7,1,4,1,2,2,3714
pair_121126b4,h,math_train,ok,1,303204,6,1,1,1.0,1,1,0,1,0,0,0,0
pair_122f4df2,a,math_test,ok,1,778912,6,1,1,1.0,1,448,0,0,1,1,447,2165715
pair_122f4df2,h,math_test,ok,5,182762,6,5,5,1.0,5,4,1,4,0,1,0,0
pair_123bf77e,a,number_theory,ok,2,48939,5,2,2,1.0,2,2,0,2,0,0,0,0
pair_123bf77e,h,number_theory,ok,1,2213,4,1,1,1.0,1,1,0,1,0,0,0,0
pair_1260ffed,a,math_test,ok,1,53843,5,1,1,1.0,1,1,0,1,0,0,0,0
pair_1260ffed,h,math_test,ok,0,47528,5,1,0,1.0,0,0,0,0,0,0,0,0
pair_12664de2,a,number_theory,ok,1,240711,6,1,1,1.0,1,1,0,1,0,0,0,0
pair_12664de2,h,number_theory,ok,2,245811,6,3,2,1.0,2,2,0,2,0,0,0,0
pair_12673f39,a,amc_aime,ok,21,1152320,7,21,21,1.0,10,51,7,3,11,18,37,2616371
pair_12673f39,h,amc_aime,ok,13,506537,6,13,13,1.0,13,15,2,7,4,6,4,195496
pair_12681406,a,cn_k12,ok,0,91759,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_12681406,h,cn_k12,ok,0,34354,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_127cb9ca,a,olympiads_ref,ok,0,625,3,0,0,1.0,0,0,0,0,0,0,0,0
pair_127cb9ca,h,olympiads_ref,ok,0,625,3,0,0,1.0,0,0,0,0,0,0,0,0
pair_127f6c92,a,math_test,ok,44,608174,6,50,44,1.0,17,62,4,30,10,14,22,1728935
pair_127f6c92,h,math_test,ok,5,209069,6,9,5,1.0,5,8,0,4,1,1,3,3
pair_1286e618,a,amc_aime,ok,0,3455,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_1286e618,h,amc_aime,ok,0,1079,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_12b384bc,a,amc_aime,ok,6,760028,6,8,6,1.0,6,8,4,0,2,6,6,553692
pair_12b384bc,h,amc_aime,ok,5,296017,6,5,5,1.0,2,10,0,3,2,2,5,92549
pair_12b77ca2,a,math_train,ok,2,238420,6,2,2,1.0,2,3,0,1,1,1,1,33
pair_12b77ca2,h,math_train,ok,0,136855,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_12bcdb4e,a,olympiads,ok,12,4742834,7,28,12,1.0,10,52,1,1,10,11,41,25026367
pair_12bcdb4e,h,olympiads,ok,6,8499081,7,6,6,1.0,4,15,0,1,5,5,9,36251945
pair_12d75d25,a,number_theory,ok,2,2655,4,3,2,1.0,2,2,0,2,0,0,0,0
pair_12d75d25,h,number_theory,ok,2,2993,4,6,2,1.0,2,2,0,2,0,0,0,0
pair_12ddfb64,a,olympiads,ok,6,2025623,7,9,6,1.0,6,15,0,3,3,3,9,406421
pair_12ddfb64,h,olympiads,ok,24,3241278,7,27,24,1.0,8,52,6,13,5,11,34,2473060
pair_13027763,a,olympiads,ok,11,3032724,7,11,11,1.0,1,14,3,6,2,5,6,2905173
pair_13027763,h,olympiads,ok,19,6722958,7,27,19,1.0,15,40,1,12,6,7,22,5674625
pair_130544de,a,olympiads,ok,10,11184052,8,10,10,1.0,10,3645,1,1,8,9,3636,786784009
pair_130544de,h,olympiads,ok,17,2245361,7,94,17,1.0,8,56,1,8,8,9,40,4752151
pair_130c2fe5,a,olympiads,ok,21,1063447,7,21,21,1.0,12,36,2,8,11,13,17,1177149
pair_130c2fe5,h,olympiads,ok,5,42842,5,7,3,0.6,3,8,0,1,2,2,5,6211
pair_13348f72,a,math_test,ok,2,34809,5,2,2,1.0,2,2,0,2,0,0,0,0
pair_13348f72,h,math_test,ok,0,24586,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_13391edf,a,math_test,ok,1,68462,5,1,1,1.0,1,0,1,0,0,1,0,0
pair_13391edf,h,math_test,ok,1,63288,5,1,1,1.0,1,1,0,1,0,0,0,0
pair_13476d2f,a,olympiads_ref,ok,1,485293,6,3,1,1.0,1,1,0,1,0,0,0,0
pair_13476d2f,h,olympiads_ref,ok,0,275143,6,1,0,1.0,0,0,0,0,0,0,0,0
pair_1352702d,a,number_theory,ok,0,981,3,0,0,1.0,0,0,0,0,0,0,0,0
pair_1352702d,h,number_theory,ok,2,7129,4,5,2,1.0,2,2,0,2,0,0,0,0
pair_1356d3a6,a,olympiads,ok,17,867266,6,21,17,1.0,7,19,4,10,3,7,6,271636
pair_1356d3a6,h,olympiads,ok,13,782185,6,19,13,1.0,6,20,0,10,3,3,7,151083
pair_136afae1,a,olympiads,ok,5,7556182,7,5,5,1.0,5,65,1,3,1,2,61,798795
pair_136afae1,h,olympiads,ok,4,3248725,7,4,4,1.0,4,31,2,1,1,3,29,18941031
pair_1374b05a,a,olympiads_ref,ok,12,14746880,8,12,12,1.0,6,26,1,5,6,7,15,16214450
pair_1374b05a,h,olympiads_ref,ok,7,699126,6,33,7,1.0,0,24,0,4,3,3,17,151579
pair_13a52021,a,math_test,ok,21,306010582,9,23,21,1.0,21,11,12,7,2,14,2,21258
pair_13a52021,h,math_test,ok,17,633488,6,19,17,1.0,13,21,0,13,4,4,4,522894
pair_13a7fc5c,a,cn_k12,ok,8,46246,5,8,8,1.0,4,5,3,5,0,3,0,0
pair_13a7fc5c,h,cn_k12,ok,0,31151,5,4,0,1.0,0,0,0,0,0,0,0,0
pair_13d805d4,a,amc_aime,ok,3,61784,5,3,3,1.0,3,4,0,2,1,1,1,2019
pair_13d805d4,h,amc_aime,ok,3,11832,5,3,3,1.0,3,4,0,2,1,1,1,733
pair_13dbafa5,a,math_train,ok,1,5238,4,1,1,1.0,1,1,0,1,0,0,0,0
pair_13dbafa5,h,math_train,ok,0,18539,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_13de3d6e,a,amc_aime,ok,8,32976,5,8,8,1.0,4,6,3,4,1,4,1,57
pair_13de3d6e,h,amc_aime,ok,0,1032,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_13ea55a4,a,olympiads,ok,22,617877,6,25,22,1.0,10,33,3,7,12,15,14,614373
pair_13ea55a4,h,olympiads,ok,2,215149,6,5,2,1.0,2,4,0,1,1,1,2,98
pair_13f87478,a,olympiads,ok,2,9443,4,3,2,1.0,2,0,2,0,0,2,0,0
pair_13f87478,h,olympiads,ok,0,7363,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_140b97a1,a,olympiads,ok,9,875698,6,11,9,1.0,7,16,1,4,4,5,8,778392
pair_140b97a1,h,olympiads,ok,1,353446,6,7,1,1.0,1,2,0,0,1,1,1,1027
pair_1411d12d,a,olympiads_ref,ok,9,5659656,7,9,9,1.0,9,10,2,4,3,5,3,492353
pair_1411d12d,h,olympiads_ref,ok,4,3663120,7,16,4,1.0,1,6,0,3,1,1,2,702
