uuid,source,h_n_lines,h_n_tactics,h_n_have,h_n_premise_refs,h_premises_loose,h_premises_strict,a_n_lines,a_n_tactics,a_n_have,a_n_premise_refs,a_premises_loose,a_premises_strict
e492bd2e-cf15-5003-ad9d-f96169375846,math_test,13,7,1,4,5,4,27,12,9,2,3,2
e6e0a67e-a3b8-597e-897a-8a1c75ff1adb,olympiads_ref,44,32,10,1,2,0,25,8,3,1,2,0
d59a9513-7264-58c8-89ab-271f89cb1246,olympiads,15,8,0,3,5,3,44,22,19,9,8,6
c0c7a36e-0edf-59f7-8994-ff4b1a001a83,cn_contest,23,12,0,3,5,1,39,20,9,18,9,5
6de1172d-929e-5076-a456-44fa9257b337,olympiads,58,30,20,2,2,1,80,31,23,8,2,1
47c28704-506b-5bf9-b5e3-570cf5205497,olympiads,17,9,3,5,3,0,43,12,7,4,3,0
dfae9f87-57ea-53d5-a29b-54dc297d71d6,secondary_math,55,18,12,11,4,3,29,11,2,9,4,3
c6caa552-818a-5840-abdd-9e1d8919e561,cn_contest,29,16,5,5,6,4,49,23,16,9,6,4
86914820-081d-539f-868d-6fddc5642c89,cn_k12,21,15,7,20,6,3,5,3,0,2,2,1
fc8ce097-0b28-52c6-95a7-134caf6b35e6,math_test,9,4,0,11,6,4,20,7,6,33,18,16
89abbe54-4c7f-5d95-98f4-11eb6b6e50ac,math_train,34,21,1,11,5,3,58,24,19,1,2,0
1a87e145-3743-5c23-b4a1-d9a3d5903873,amc_aime,9,3,1,5,6,5,10,3,1,4,5,4
9b1e2bdf-9ddb-56ee-8892-e4f98c64381c,aops_forum,47,27,4,2,3,2,24,12,7,2,3,2
16b9baf3-5bf2-5599-9f6b-5c5dc6ca566f,cn_contest,64,29,21,14,5,3,44,22,12,25,6,4
fba502ed-9674-5101-ab4c-31f3feed5fd6,cn_k12,7,4,0,18,7,2,9,3,3,10,5,1
f6b0c526-9421-5b86-9e04-b168f6ded2db,math_test,25,18,7,10,3,0,14,9,4,8,3,0
9216aca3-7ce4-5ada-9a1a-6095e10a01fb,olympiads,45,26,4,12,10,8,50,28,6,15,8,7
1f6f597a-b94f-5205-a5a8-9ce3dd461c62,amc_aime,179,96,36,92,19,15,60,32,11,11,4,1
f20f3fbd-5824-5725-b953-7e025332ec19,cn_k12,18,9,4,5,6,1,15,7,4,5,6,1
a3d34b33-9582-50f7-82c3-91d769e6c481,olympiads,80,43,31,20,7,3,106,47,19,7,6,2
2fadaf57-87f0-5cb5-b81d-984e02b8e7a8,olympiads_ref,12,5,0,5,3,1,18,7,0,4,3,1
c287c8cc-ab8d-5dcc-8043-bc73ab4de2c7,olympiads,23,11,5,48,7,2,30,12,7,68,11,6
56fe714b-23c1-5aa8-abce-31f0df00b3e4,math_test,60,48,1,4,3,1,17,7,0,9,5,3
cf04353a-d16a-532a-9815-73c15128d1d7,cn_k12,21,17,0,6,7,5,24,8,9,6,7,5
210eaba6-c82b-5b46-b920-ca170dff0dc7,aops_forum,28,9,4,1,2,0,20,7,4,1,2,0
187c2515-5873-51b6-a07a-50cf8128c5bc,amc_aime,20,19,2,22,16,15,2,0,0,2,2,1
0b319a0b-f546-5a2a-9ace-8685ef9e2c95,cn_k12,24,23,4,9,11,7,53,32,13,14,12,8
1d8c3d03-d925-5c09-af22-9799cd2e5e0e,amc_aime,29,19,2,25,14,12,68,30,13,24,13,11
b1d6496e-b0b3-5d80-9b7c-b1642aaae059,olympiads_ref,59,36,18,20,19,17,73,38,20,10,9,7
7c5427fa-34ab-55de-b983-2aede75221d3,cn_k12,44,28,3,45,15,14,110,53,40,158,22,21
9104a005-ff18-55d7-9e7f-6a70d13c378e,cn_k12,24,19,5,5,5,3,22,9,2,9,5,4
5df7dd97-ce82-5eab-b0b7-9585ff4405ca,aops_forum,87,42,27,46,9,4,67,35,20,44,7,2
e6f73d93-e016-559e-9620-44c373eca67d,math_test,77,46,13,10,10,7,91,46,19,6,5,3
5d0775c5-9cde-5dcb-a83e-e05635becf20,olympiads,111,56,47,25,8,4,120,58,46,28,9,5
f3f84352-f120-52a8-9f52-510912963117,olympiads_ref,33,25,3,37,10,5,69,28,11,27,11,9
592b30d0-ecbf-5c40-9c7c-4db864f97998,cn_k12,24,16,6,2,3,2,23,12,4,3,4,3
e231138c-5f72-5c50-a292-b9cdaaab2276,olympiads,58,26,20,4,3,2,52,19,15,2,3,2
d8b97176-41cb-5a04-9f1c-30624b92a1f4,olympiads,8,2,1,3,3,2,15,8,5,7,4,3
45469582-7e4a-570c-af76-81b0b1787e2b,olympiads_ref,21,11,2,10,7,4,21,12,1,8,6,3
2dec51aa-36ae-531b-98d8-0f63c9030917,amc_aime,8,4,1,7,6,2,26,11,7,11,8,4
1ae1b669-22ff-5d11-8ad3-0fff37bb00d4,cn_contest,20,21,0,6,6,5,118,56,38,19,10,9
6c83a30c-82a6-5060-ad42-546860b1ced8,amc_aime,28,16,8,39,8,5,60,29,24,57,5,4
936422d1-1b1e-5f17-b511-0b17bbb84d30,olympiads,11,8,1,12,4,3,22,8,10,15,4,3
20da7b4c-36e5-5756-a920-437a98f290e4,olympiads_ref,3,1,0,12,5,0,4,2,0,14,5,0
045087bc-da43-55a6-9c62-035e8b970126,math_train,31,18,5,5,4,2,85,45,29,1,2,0
da3e1a21-10ae-52b0-bcde-600cada7dd4d,math_train,4,2,0,24,7,4,18,8,4,48,7,4
e84b0e4d-e6ce-5d38-aed0-10ea67a22d86,math_train,67,38,19,5,5,3,74,35,26,47,6,4
da3b17ea-3703-5b40-a2bf-32ff8b4f0907,olympiads,130,80,49,38,25,22,81,36,34,8,6,5
f28120a2-992b-583b-9d32-85ba9ce03e57,olympiads_ref,13,12,6,3,3,1,19,7,4,1,2,0
c3b332ce-4b46-5546-923c-89bafc8d7691,aops_forum,5,2,0,2,3,2,18,7,0,2,3,2
7a31f4fe-730c-54f3-aca1-b9c1f95f7872,cn_k12,62,32,22,63,27,14,71,41,14,11,10,2
8fa72092-f99b-593d-9bdb-427a75afbd6f,amc_aime,7,3,0,2,3,2,4,2,2,2,3,2
aeea59f5-2c95-52a8-97b5-cae174587bb5,cn_k12,36,40,4,7,3,1,52,18,5,30,5,3
5bbcb782-3f08-55ea-895c-cc12e3efb171,amc_aime,83,57,5,66,41,40,8,5,1,12,6,5
446352d0-48fd-5c3c-984c-3cdf45517048,cn_contest,28,14,12,3,5,1,35,20,13,4,7,3
08063e2d-5cc0-5981-8d49-c1640fb68406,olympiads_ref,29,13,6,5,4,3,50,25,18,22,8,7
896a11b6-5a91-59bc-ba4a-feb262e6c63d,olympiads_ref,84,51,6,12,7,1,17,4,0,10,6,0
8e8fb87c-d922-5946-8771-a15ce5895952,cn_k12,26,13,1,9,7,2,53,24,15,42,8,4
4d214390-a124-5dac-b878-2884c49c832b,amc_aime,32,18,5,7,3,0,33,18,7,14,5,2
eddf9635-1296-5501-be81-72157d9ea10a,olympiads,24,12,5,12,4,3,23,10,4,7,4,3
93b3229a-ce6c-53c8-a38c-00312f3dc3a5,math_train,64,26,5,19,15,13,96,35,38,1,4,0
f624aeff-9482-51bb-8c47-69563791b46b,cn_k12,23,13,0,6,9,3,38,19,9,9,8,2
f59827f2-22d9-5f10-9187-d646d128c19a,math_test,8,4,2,12,13,12,18,5,8,2,3,2
68e92791-6d59-520e-9602-538e9b877fe1,olympiads_ref,59,24,7,1,4,1,49,21,14,14,8,5
3bce5532-7a80-5591-8163-dac6bbced91e,cn_k12,57,46,26,32,7,6,46,25,10,28,6,5
421b9bfa-05b8-56fe-804e-050e1d2eac88,math_test,44,26,7,22,9,7,22,8,6,5,4,2
aaed8f40-1d38-50b5-a165-603aae3a6747,olympiads_ref,5,3,2,3,4,2,5,3,2,3,4,2
55fe8a19-1810-572f-8c3a-ef44ad4680f2,cn_k12,9,5,0,9,8,7,6,2,0,5,5,4
6feb5e2a-c697-5a49-a47f-1e6cf6347937,cn_k12,17,9,4,11,10,8,20,8,7,28,19,17
1191b828-10d7-5e5c-b032-b385d8c2383f,olympiads,1,0,0,2,3,2,2,0,0,2,3,2
6c46a906-572e-5053-988b-9dbee49a954c,olympiads_ref,104,67,21,34,27,21,18,9,0,3,3,0
6c2f75f1-531b-556e-bc7a-7421796fc6a0,cn_k12,17,15,2,6,10,5,43,20,13,3,7,3
82f26bd9-6f81-5479-961f-08d3d6b03fa1,amc_aime,11,12,0,3,4,0,11,7,0,2,3,0
8a2bb28e-e910-5978-b296-151a1bf9425a,math_train,51,31,7,27,15,11,59,26,25,26,11,9
8e079cb0-da36-524c-8da2-91dd5ac49406,olympiads,26,20,6,7,7,6,85,44,26,4,3,2
529b865b-6aeb-5e07-9d7f-3d738cc11d35,cn_k12,27,9,7,7,7,5,85,33,33,9,7,5
4eae2536-a8b0-5d82-ac32-40d6bddfc801,math_test,3,0,0,8,6,3,8,2,2,16,6,3
eeb3bb08-a9d4-5130-9891-9585c5565bf1,olympiads,10,7,5,1,4,0,62,26,24,8,5,2
e0e71d23-0809-5691-91a4-f95fa638095a,olympiads_ref,106,75,7,35,10,6,3,2,0,3,3,2
fb3a976d-053e-519a-9c88-ff742d199035,olympiads,81,51,19,40,28,23,81,43,26,44,12,8
ece7940a-2773-5b62-94af-82dc4527604d,cn_k12,35,31,13,3,3,1,12,6,1,1,2,0
5a186a3d-8967-5f75-9753-e3d796759475,olympiads,40,30,4,15,9,8,92,37,29,102,8,7
734d8678-7142-5293-9181-ababa937832c,olympiads,35,15,7,8,6,3,64,32,26,9,5,2
f599feb3-192b-598f-8852-231090b855d1,math_train,4,4,0,2,6,2,36,16,12,5,7,3
08f02264-118f-5c79-8ffe-7d48137fc58f,cn_k12,23,15,2,5,4,1,14,7,1,1,2,0
154a2f43-a5cf-5417-8544-597955b06957,olympiads,33,16,6,29,13,10,7,2,1,10,5,2
83330ae9-5ccf-5e02-bfbd-4ce602f2c35a,cn_contest,26,18,9,14,6,5,43,21,15,9,7,6
e2073f3b-7c07-561f-867f-3a670156b5f9,olympiads,23,12,4,7,7,6,60,24,12,4,3,2
5a4d9414-e447-5ed4-bb34-ca6539204ad6,olympiads_ref,55,57,11,51,32,27,33,30,7,33,22,17
9b461a0f-fc38-5cf2-8a00-140d1d3dd551,math_test,18,11,2,19,12,2,15,5,4,21,10,5
a092441a-3a69-5a04-bc73-3ea1fe14fb56,math_train,67,39,4,18,16,15,85,36,25,7,7,5
e51bf01c-69ba-5485-8c47-a3ee2734dc5a,cn_contest,66,36,8,3,2,1,34,17,2,6,7,6
78fd69ee-324c-538d-9ee7-b23a8120956f,olympiads,8,3,3,2,3,1,8,3,3,2,3,1
f919f46c-3dba-507c-9877-2e932133ae25,math_test,32,17,6,11,8,7,35,20,3,9,6,5
a6d3d1d1-dc5b-598d-a9cc-80b5699515b5,cn_k12,18,18,1,9,6,4,41,15,8,9,5,3
66307ab0-1a96-5084-8ae0-2e09ef77e7ef,olympiads,2,0,0,1,3,1,2,0,0,1,3,1
e21630bd-33bf-5996-897a-cc057d716328,olympiads,57,33,10,1,4,0,48,17,13,35,10,6
006994c7-6358-5217-b3fd-b210a668dbb4,olympiads_ref,29,12,2,3,4,3,39,18,13,3,3,2
ebe211fd-210b-534c-a961-623ce187c09e,math_test,75,48,5,9,6,5,52,32,5,8,8,7
406dbedc-d8b2-5e72-bd21-4463865e1f9e,amc_aime,9,6,0,17,5,0,14,6,6,28,5,0
71ee0538-d0cb-5f76-ac90-8385a1315902,cn_contest,75,31,23,22,4,3,82,38,24,34,6,5
d0941621-e35f-5f2f-b340-b1f5f4e6a7e0,olympiads,22,14,1,42,4,0,16,4,3,15,4,0
0156cf6d-2cf6-55ad-9aa9-3a3bb3fae2ce,math_test,25,14,2,4,4,2,13,6,1,1,2,0
4675a93e-ed3b-5516-b432-0bb6996d72df,olympiads,14,3,5,7,4,2,15,3,5,6,4,2
39dac66a-30b0-5c5b-8ff1-1a486e407b9a,math_test,19,8,2,8,7,5,27,8,13,4,5,3
ab0f093e-c2bf-5dd4-acc5-a0aab92d5d4d,amc_aime,18,9,2,21,11,8,13,4,2,9,7,4
1f151570-7748-5249-8c48-5d2951b50993,cn_k12,8,7,0,6,8,3,35,20,8,6,8,3
669a1192-881f-55f9-911b-791438beb743,math_train,38,19,5,15,13,10,68,28,16,9,9,8
ebc1acfa-b6af-5d13-a8e9-088d0942299b,olympiads,259,99,45,6,2,1,107,41,15,6,2,1
c6689f42-0a1f-52fe-b2ee-fd4396a3a463,cn_k12,25,13,3,17,9,3,25,14,2,9,8,5
fdbb3b54-1a23-5c54-bb4a-d81042a1412d,olympiads_ref,65,21,2,47,10,7,41,6,1,41,10,7
eb8281ab-886f-5520-a607-a04314795687,cn_k12,8,6,1,1,2,1,17,6,8,1,2,1
8316b478-86ae-5839-8dfa-f1e4886fb762,math_test,16,9,3,11,7,3,25,10,0,6,5,1
d3386314-5e74-5bb0-98c3-91192d55a24c,math_train,6,2,0,4,4,2,21,11,3,2,3,1
093e8d88-7b52-5c3b-a947-590f1e25169b,aops_forum,43,29,5,16,6,4,92,38,29,9,8,6
e1820ffe-59f3-565a-b48f-e327cdf093f6,olympiads,19,9,0,3,2,1,35,10,4,2,2,1
849a0a8a-64c4-5ff4-98cf-3cbec13c33b9,cn_k12,49,35,6,2,5,2,62,31,11,21,8,5
98599489-3165-555e-b749-778e992439fa,math_test,29,16,7,7,8,6,22,10,5,1,2,0
0d17e1c3-cf6e-5204-8297-95f6fd36717d,olympiads,16,3,0,2,3,2,23,12,4,6,6,5
e0e159b0-9572-5eca-8833-d4ddfa2a8f8c,cn_k12,22,8,6,18,3,0,3,0,0,8,3,0
c8f98e90-0f99-5e6f-b7cd-0760da798c18,math_test,25,14,9,30,10,6,20,9,4,26,16,13
f31c3661-4be4-513e-91f1-a8b319bacbf7,math_test,6,4,0,5,4,3,3,1,0,6,4,3
e0f26d7b-0c8a-5dd8-9a37-01d70d721892,amc_aime,90,50,13,35,9,5,40,16,11,35,5,1
b042f469-2c60-5d26-865c-fea5bbe9b5e9,olympiads_ref,55,25,3,6,6,5,61,25,17,6,6,5
47fc5e13-f54a-55e4-85b7-af3dd92660a4,olympiads,75,37,27,52,9,8,47,25,18,38,10,9
9a445e92-7566-5386-8027-2fe62843df17,cn_k12,10,5,3,12,12,5,48,28,18,14,13,8
162dda01-0d74-5fb3-a4b8-2eb5abc518b4,math_test,11,5,3,4,4,3,58,24,27,13,3,2
180050f6-8bd2-50a0-a9d6-0213b3fe7e49,olympiads_ref,36,22,6,1,2,0,19,8,4,1,2,0
9a50fe82-d9fe-5cf3-93ff-11d1dcafb209,olympiads,97,63,11,15,13,11,54,31,4,3,4,3
ce9aff5a-6716-586e-9017-f6697dacd46a,cn_k12,59,37,18,83,13,11,49,21,19,74,17,15
751b1be4-5849-5ad9-b936-44115a43b5c6,olympiads,52,34,8,23,17,13,37,12,3,1,2,0
4027aca3-7000-557e-a4f2-62626a090941,aops_forum,18,8,5,4,4,1,29,12,9,13,5,2
4debfe05-d174-5ed1-b8d0-9512ab8c8fed,cn_k12,29,14,12,21,15,4,47,14,23,6,10,5
1356d3a6-113b-53dc-bd11-461fe7923419,olympiads,76,51,13,18,12,9,67,30,17,16,6,4
8c8a90e0-ea24-5b61-84ee-32ab13167c21,olympiads,105,46,30,89,21,18,106,56,31,82,23,20
88721c33-2052-50ba-b4eb-84f7458532cb,olympiads,144,75,58,55,12,9,33,19,3,1,3,1
1184f5be-f45e-5dc5-b281-c61eb43afba2,amc_aime,48,30,7,19,9,8,63,29,20,9,4,3
6425fc67-a2f7-57b8-8ac4-de4c44f415b0,olympiads_ref,24,11,4,10,9,7,32,18,15,10,7,5
8d2bcfbf-aeb6-5cc9-add2-14dbc7f6c7c5,aops_forum,61,40,9,8,6,5,28,5,4,5,3,2
7c8c6436-b620-5683-98bc-7421318c6553,math_test,45,26,9,2,2,0,22,8,4,1,2,0
720fc86a-793a-5812-a0da-18eaa29247ca,amc_aime,53,27,5,38,14,13,75,38,32,52,11,10
3a87aeb7-343e-57af-9f30-b16aa5d7ef2a,olympiads_ref,45,18,1,2,2,0,37,17,8,2,2,0
8016ed30-3a92-51da-87b8-0f753c3dfad1,olympiads,48,13,2,3,4,3,32,17,8,2,3,2
468d362b-50eb-5584-abdb-872f4366a3f0,math_test,11,5,4,4,4,3,5,1,0,1,2,1
a21de4da-2476-5503-8f27-ccb7d8b7895e,olympiads,41,25,3,4,5,3,70,35,22,22,6,4
26838677-79f9-522d-aa75-7b613beedbd0,amc_aime,32,28,9,4,2,0,52,26,14,4,2,0
99eea8ae-ef0d-5735-8bc3-1ab236f59af4,math_test,5,2,1,3,4,3,6,1,1,3,4,3
2f3c178b-f095-5e8c-ada6-88c7d27094c8,olympiads,137,76,14,11,4,3,30,12,7,4,4,3
f26ec3c3-0d04-5578-bebb-12b1b4c1e029,math_test,9,5,0,2,2,0,11,5,1,1,2,0
45d4ea87-ea3f-59bc-adc3-bfb73f7721a3,math_train,4,1,0,5,5,3,4,1,0,5,5,3
2365d5ee-baf7-5848-a279-26d30dc76aa5,olympiads,9,4,0,26,10,7,6,3,1,12,7,5
44c80762-fa80-5d98-90e6-c9e3d26547ef,math_train,9,4,1,6,3,2,8,3,1,5,4,3
2e9313e6-3454-5448-9d07-af02fa4924f1,olympiads,31,13,11,10,5,4,39,20,12,10,5,4
9ea28b25-e45d-5996-bdce-757941189521,cn_k12,18,9,3,13,7,6,26,16,7,35,12,10
587bb54c-6ca2-5e00-9f36-ad503760485e,aops_forum,8,3,0,1,3,1,18,9,9,3,4,2
41dc1a27-c293-5319-9279-edddf43947f2,amc_aime,18,9,1,4,3,2,56,26,18,1,2,1
84cbeacd-eb58-5269-b4be-ae82406612a6,secondary_math,70,31,33,14,5,4,57,28,21,15,5,4
36288ba9-acbd-56a9-8237-d82a7b1c1f94,olympiads_ref,5,2,0,2,3,2,3,0,0,1,2,1
1bb6b6fd-8005-5fc0-a14a-56f76db2e4dd,amc_aime,18,11,3,9,6,4,3,0,0,1,2,1
c4a446c4-072f-5542-94cb-897a96abef3b,secondary_math,70,47,19,2,2,0,69,15,14,3,3,1
bff7df0b-da06-5014-ade8-05e342845663,olympiads,87,48,14,98,16,11,61,35,11,76,7,3
d1001904-d13d-5cdc-a37e-a1a70657c143,cn_k12,10,7,2,5,8,1,77,34,32,8,9,2
0796f32a-6ad2-5508-9f7a-e9489d101416,olympiads_ref,41,20,3,17,11,8,137,55,39,38,9,8
891d60b6-4af5-51fd-92ab-e9628dcb1b5d,olympiads_ref,8,4,0,3,2,0,15,6,0,3,2,0
43f39d39-93e8-5d92-bb3c-a704594737de,olympiads,32,18,4,9,7,4,58,23,15,13,6,3
fa8bc173-0865-5744-b6fc-fde4cda0339e,math_test,10,2,1,2,3,2,31,11,11,2,3,2
97ff16f0-a9fa-542f-bd78-9ee0e3dc7d04,cn_contest,32,15,16,7,7,4,54,21,17,3,5,3
f2c63ad3-f13d-5c3f-9bf7-c55f14c1dd3b,cn_k12,27,26,11,2,3,2,33,21,10,1,2,1
80fe2f92-18ce-5811-812b-29906e8980c8,olympiads,44,18,7,16,3,1,13,2,4,11,5,3
3b7a87f9-5615-5e14-93c9-ded625f17cd1,math_test,18,13,0,9,6,4,22,9,2,4,4,2
96e97472-279d-5f89-a4e1-d915043671d5,olympiads,112,49,27,12,9,6,178,68,59,12,9,6
c023c8c2-aec1-5aec-bcf8-5116b081cc24,olympiads,11,4,2,1,5,1,5,0,1,1,5,1
7a311e80-e10f-5637-870f-8d591403fbf2,olympiads,39,24,7,12,9,8,42,19,16,6,5,4
1e8ca1b2-5c0f-5e8f-8a14-d63043d142bb,math_train,19,12,1,2,3,2,29,12,9,2,3,2
f4ca6fb1-9e6d-5530-b61e-79fad4aefe18,olympiads,6,4,2,4,4,2,6,4,0,4,5,3
c381a060-4922-55e5-8d5c-127a01f4f4fd,olympiads,20,13,6,7,5,4,28,18,10,8,3,2
89f14cf3-7563-5b37-a101-a2159af5005a,math_test,19,12,3,39,10,5,46,22,8,44,10,5
28470d46-2cb3-5717-a232-a7f67a1ef6ee,olympiads_ref,30,15,4,6,3,2,17,6,4,8,5,4
3ff91e3e-bbe8-5d62-8491-2c16c1af2a85,aops_forum,7,2,0,4,2,1,18,9,0,4,2,1
e1b054ef-e997-579c-982e-89ca99972b99,olympiads,45,21,15,22,12,8,49,22,13,1,3,1
f75e4fed-1ffd-5425-b166-7fae42e7f391,math_test,7,3,3,16,15,8,6,3,0,9,9,3
67159a0d-a7d7-5cd9-8077-39e426e2d704,olympiads_ref,52,51,11,39,24,21,24,8,12,15,5,2
74042de6-b5cc-53fd-99e2-7cec6891e65c,amc_aime,68,39,12,45,26,21,36,15,2,4,6,4
1479dda3-5799-5e51-a5fb-18ed046e0a72,math_test,6,3,2,4,3,0,12,4,4,4,3,0
f41ae11f-bacd-5d66-81ff-62f4eadac98c,math_train,43,20,9,68,18,10,62,22,20,52,12,7
d38422a1-e6fe-56cd-b605-bcf3135d65ba,olympiads,74,32,21,1,2,1,33,15,5,1,2,1
b7cde79a-83ba-5708-85ac-fad392416179,olympiads_ref,105,63,12,30,23,18,29,11,7,5,4,2
0487694f-c317-588e-83c2-a86aee0b0e59,math_test,4,0,0,4,4,3,10,4,2,8,4,3
24a6f600-86a3-5c31-9bb3-ee803cfe01e6,olympiads_ref,11,7,0,2,2,0,21,9,4,2,3,1
d1c0f46b-8cde-5317-be6a-f4278c84b33f,math_test,31,22,6,12,10,7,26,17,10,37,21,19
36d7a5e7-6749-59b9-a37c-71da1a72ce88,amc_aime,30,18,10,15,9,8,48,19,16,15,5,4
d5d88d6a-53cf-5fd2-9fba-41a4f7161554,olympiads_ref,14,8,1,5,3,0,13,7,1,4,3,0
395840e8-542f-506b-ab05-740dc94ba0b2,aops_forum,26,12,7,5,6,5,23,13,6,7,7,6
2adfff42-7335-56a6-b729-ba5af58a483c,math_train,23,15,5,12,7,4,14,7,0,1,2,0
c6402134-45c3-5896-9e40-3036cb8f76f2,olympiads,56,24,10,10,11,9,31,13,7,6,8,6
9bbc9d06-de63-5035-ad00-1c2569ff5fc7,olympiads,21,12,5,18,8,4,29,18,12,18,7,3
e970e4c4-350c-5a69-8a7b-edea7898a4ea,olympiads,14,8,0,6,7,2,35,15,6,5,6,1
d08b51d3-5a1a-50a4-bfc8-d4ab6594b64f,olympiads_ref,102,47,7,25,15,11,42,20,9,8,8,5
2048479d-06b6-54c0-a9d4-544cc3591473,olympiads_ref,72,42,14,7,7,6,141,48,43,11,6,5
50f468fb-795c-5ff2-abcf-1dec4268689a,cn_k12,8,3,0,3,3,2,16,8,4,3,3,2
9d04a741-ab20-5f64-8345-a57c86fc1cd5,olympiads,92,41,12,3,7,2,88,42,30,3,7,2
68ecc999-5c39-52a1-886c-c3a5980005b3,olympiads_ref,54,22,7,4,4,2,25,16,8,1,2,0
36d8b6b0-4757-56f8-81f8-55a19f290550,olympiads_ref,17,10,6,2,3,2,32,9,6,21,4,3
341f8a75-e74c-58b5-80d9-312c3c6d4bb9,math_test,19,11,8,10,5,2,25,12,7,15,7,4
ebd8f39a-e307-54f5-afbc-232eb198f3f7,cn_k12,35,23,9,3,4,3,32,11,10,1,2,1
d0e7acfa-d4cf-55a6-9eaa-89ca14e1d93b,cn_contest,3,0,0,5,5,2,4,1,1,5,5,2
c682b8c7-ad9c-5bc0-a040-3023d0747d9d,amc_aime,38,23,5,13,5,1,15,6,0,2,4,0
e3b294bc-8f32-5e97-97f4-5a43b91426e4,olympiads_ref,65,34,15,66,20,10,21,13,7,17,9,5
5e5e1c56-afc7-5089-acc1-b01f1ac5bbec,amc_aime,83,49,10,71,26,17,28,12,6,15,9,3
85e853a5-827d-5019-bb3c-51a0d79a8fa4,olympiads,43,24,6,13,9,6,107,46,28,11,6,4
75d1d498-3729-51c1-bbe4-6ac6e0b00dd6,olympiads_ref,20,12,0,5,4,2,22,7,4,1,2,0
e2cc3f53-c1ed-518a-80ff-396bbfed5f14,cn_contest,36,11,2,5,7,1,91,43,37,25,9,3
45c1121b-86db-5562-9f7a-19c28a89b220,olympiads,65,34,15,1,3,1,60,30,14,1,3,1
8edfa76b-c145-52f3-bf96-c21da750f574,math_train,1,0,0,2,3,2,2,0,0,2,3,2
77ab7e28-f6a5-5c17-84a8-de5cd31ce9a5,olympiads,34,17,8,4,5,4,43,23,10,1,2,1
3a9e416c-d6d0-5393-8208-f6cfb40b5031,math_train,5,3,0,4,3,2,12,2,2,11,10,9
dcefc2dd-b0ca-5257-a92b-6f255543f5e9,olympiads,5,1,0,2,4,1,51,26,21,54,9,6
d85bf8ed-7893-5167-9e0e-2f03cc68f257,cn_contest,10,3,1,11,8,7,9,3,1,11,8,7
ddd8331f-102d-5f1a-ab02-a0f289c11ded,cn_k12,40,22,10,11,8,6,13,4,0,1,2,0
4b7b3d0b-d7e7-5a4b-a832-376b82c5aa9d,olympiads,44,25,12,33,3,2,9,5,4,8,4,3
0a314fcc-3ae1-53bf-a854-a20fbcce5f4f,olympiads,27,15,0,5,4,3,65,27,20,10,6,4
9a1fb1f1-eee8-54dc-b0f9-f7f1e60a8c70,math_test,8,6,4,3,3,2,5,2,1,3,3,2
b8b5f6f6-2ad7-502f-a3e6-d423169d88ff,olympiads,15,6,2,18,9,3,91,41,28,50,10,4
c20fb540-641c-5d9a-a5a4-47e7e8d104f8,inequalities,30,15,2,3,5,3,22,13,3,2,4,2
2d2820e7-8028-5afe-a1f5-ef12f6290beb,math_test,9,5,0,11,3,2,20,8,5,17,5,4
5803bad4-cb34-5af3-80d2-7dfe5d458d17,olympiads_ref,58,42,10,6,9,5,34,16,10,1,5,1
b4a0eac3-6df0-590f-bc58-eccdbcfb9e86,olympiads,38,13,12,5,5,4,47,17,15,4,4,3
32404f60-aa4c-51ea-b251-b41967211b2d,math_train,8,3,2,1,4,1,23,11,8,16,9,6
94c78680-3f29-55e1-aad2-fc7c68753b3f,olympiads,10,3,3,2,2,1,22,7,9,1,2,1
c008f440-441a-5fb4-a807-43516d2b4d4b,amc_aime,38,20,3,24,7,1,68,34,17,35,13,7
2a951d06-6e0b-50f2-9bc8-a0e721ea62c1,aops_forum,30,18,0,1,5,0,37,24,6,1,5,0
93909f26-a91a-527a-ad32-9a7229b6283e,math_test,21,11,4,1,5,0,35,14,5,1,5,0
3ab2ed31-25d7-5e89-8c9e-abcd9274e053,olympiads_ref,43,16,9,1,2,0,34,12,11,1,2,0
acc92eae-6e82-509e-8ced-c36aafe48b40,math_test,36,24,11,1,4,1,42,19,15,3,5,2
11a261c0-26af-5d43-b4be-a0feb2a6d199,cn_contest,4,1,0,1,2,0,6,4,1,1,2,0
4cb68517-8f47-568f-94e8-e9f7fa5d7bca,olympiads,44,23,4,1,4,0,58,29,22,88,9,5
49e73559-a5b0-5842-9263-0c11d1f5ea41,olympiads,29,13,6,25,7,4,62,27,17,46,2,0
8ceaf3be-e3d2-5bba-b00e-97c6990bff89,cn_contest,67,42,24,77,16,11,55,28,13,28,10,5
ad62fc3e-277e-5e45-9586-6df9da065b83,cn_k12,38,18,4,7,5,3,58,30,20,15,5,3
e9f49876-79bb-5fc9-9e16-087506a3d00c,amc_aime,58,40,9,49,17,8,14,4,6,15,13,9
b8542067-6ecd-5f6b-b5ff-8eea619946b9,cn_contest,17,5,4,3,5,3,12,5,5,6,7,5
34b1fb0d-cdc2-5df4-960c-b7b9ca8f76fe,cn_k12,23,13,2,6,5,4,20,9,6,10,5,4
df27ee5d-0c18-54d5-a28f-c3677f35fd05,olympiads,28,10,7,11,8,7,35,11,15,17,7,6
29c03238-e83f-536c-b34c-06d232bc8e69,math_test,178,78,42,21,5,2,41,19,13,1,2,0
6ba505c0-df8c-5556-8ddd-21906f4c7e54,cn_k12,123,62,26,22,12,6,72,38,33,22,15,11
